Date;Year;Month;Type;sentiment;sentiment_score;sentence
2023-01-19;2023;January;REPORT;Negative;0.5721036195755005;meeting of 1415 december 2022account of the monetary policy meeting of the governing council of the european central bank held in frankfurt am main on wednesday and thursday 1415 december 2022 19 january 20231 review of financial economic and monetary developments and policy optionsfinancial market developmentsms schnabel noted that since the governing councils previous monetary policy meeting on 2627 october 2022 the narrative in financial markets had shifted from inflation concerns to expectations that central banks worldwide would slow down halt and ultimately reverse interest rate hikes
2023-01-19;2023;January;REPORT;Neutral;0.9666922092437744;the data on the us consumer price index cpi for october interpreted as an early sign of an easing of inflation pressures had prompted a market repricing of policy rate expectations for the united states
2023-01-19;2023;January;REPORT;Negative;0.9867727160453796;this had been further reinforced by the us cpi inflation figures for november which had again surprised on the downside
2023-01-19;2023;January;REPORT;Positive;0.9887691736221313;the resulting rebound in investor risk appetite had led to a broadbased easing of global financial conditions showing up in lower nominal and real yields tighter credit spreads and buoyant equity markets in the euro area  all of which worked against the ecbs intention to withdraw monetary policy accommodationthese developments had occurred in an environment in which news about the euro area economy had turned more positive
2023-01-19;2023;January;REPORT;Negative;0.9847471714019775;at the same time there had been a notable upward repricing by markets of the nearterm inflation outlook and the risk of longerterm inflation expectations becoming unanchored remained elevated
2023-01-19;2023;January;REPORT;Negative;0.9945052266120911;market conditions remained challenging as uncertainty about monetary policy and volatility in market interest rates continued to be high amid low liquidity and collateral scarcitymarket hopes of a turning point in inflation developments and a change in direction or pivot of global monetary policy appeared to have spilled over into euro area interest rate expectations
2023-01-19;2023;January;REPORT;Negative;0.9845610857009888;the euro area overnight index swap ois forward curve had become inverted signalling expectations of moderate cuts in the ecbs key policy rates over the next two to three years
2023-01-19;2023;January;REPORT;Neutral;0.9853563904762268;by contrast nearterm market pricing remained broadly unchanged
2023-01-19;2023;January;REPORT;Neutral;0.9913330674171448;the expected terminal rate at the peak of the present hiking cycle continued to stand at around 28 and market participants expected the key ecb interest rates to increase by 50 basis points both at the present meeting and at the meeting in february 2023 with a final 25 basis point increment expected in march 2023spillovers from the united states had been the predominant driver of recent movements in euro area riskfree yields as reflected in their sensitivity to macroeconomic news from the united states
2023-01-19;2023;January;REPORT;Negative;0.8390382528305054;the reappraisal of rate expectations in the euro area beyond the near term seemed to be at odds with domestic developments such as incoming data on the macroeconomy energy prices and the marketbased inflation outlookin particular economic data releases in the euro area had recently turned positive after a period of weaker than expected outcomes pointing to waning risks of a deep and protracted recession which market participants had previously considered a key factor putting downward pressure on euro area inflation
