sentence;sentiment
federal open market committee held on november 12, 1997, were approved.the manager of the system open market account reported on developments in foreign exchange and international financial markets in the period since the previous meeting on november 12, 1997. there were no open market transactions in foreign currencies for system account during this period, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period november 12, 1997, through december 15, 1997. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic outlook and the conduct of monetary policy over the intermeeting period ahead.the information reviewed at this meeting suggested that economic activity had continued to grow at a rapid pace in recent months.;neutral
the further advance reflected moderating but still sizable increases in business fixed investment and consumer spending and an upturn in business inventory accumulation.;positive
housing demand remained at a high level, and deepening trade deficits provided only a partial offset to the strength in domestic spending.;positive
against this background, employment and production posted further large gains.;positive
price inflation remained subdued despite tight labor markets and some pickup in the rate of wage increases.nonfarm payroll employment rose sharply further in october and november.;positive
the increases in payrolls were widespread across sectors, and in november they included notably large gains in the service- producing industries.;positive
manufacturing employment also rose considerably further in november, and aggregate weekly hours of production or nonsupervisory workers registered a particularly large advance in that month.;positive
the civilian unemployment rate fell to 4.6 percent in november, its low for the current expansion.industrial production continued to advance at a brisk pace in october and november.;negative
the november increase was widespread across market groups.;positive
it featured particularly strong growth in the production of durable goods, including a surge in the output of motor vehicles and parts.;positive
partly offsetting the strength in the manufacturing sector in november was a decline in mining activity and in utilities output after two months of robust expansion.;negative
the large rise in production boosted the rate of utilization of manufacturing capacity to its highest level in more than two years.growth in consumer spending had moderated in recent months from a very brisk pace during the summer.;positive
retail sales were unchanged on balance over october and november after having increased rapidly in the third quarter.;negative
the flat sales for the two months reflected some softening in the durable goods category, notably at automotive dealers, and relatively slow growth in the nondurable goods sector.;negative
consumer spending on services appeared to have remained relatively robust in october.;positive
according to recent surveys, consumer sentiment remained at an extraordinarily ebullient level in the context of continuing strong gains in jobs and incomes, the cumulative effect of large increases in household net worth, and the ready availability of financing for most consumers.available information suggested that business capital expenditures had moderated in recent months from the exceptionally strong increases of the second and third quarters.;negative
