sentence;sentiment
federal open market committee held on september 30, 1997, were approved.the manager of the system open market account reported on developments in foreign exchange and international financial markets in the period since the previous meeting on september 30, 1997. there were no system open market transactions in foreign currencies during this period, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period september 30, 1997, through november 11, 1997. by unanimous vote, the committee ratified these transactions.by unanimous vote, paragraph 1.a of the authorization for domestic open market operations was amended to raise from $8 billion to $12 billion the dollar limit on intermeeting changes in system account holdings of u.s. government and federal agency securities for the intermeeting period through december 16, 1997. the manager advised the committee that, as was usually the case at this time of year, the anticipated pattern of reserve needs was such that he might want to add considerably to the system's outright holdings of u.s. government securities over the coming intermeeting period.;neutral
by unanimous notation vote, the committee subsequently approved a further increase in the intermeeting leeway to $17 billion.;positive
"the increase, effective december 8, was made on the recommendation of the manager who saw the need for substantially more outright purchases of treasury obligations than anticipated earlier, largely in light of much greater than projected growth in currency.with mr. broaddus dissenting, the committee authorized the renewal for an additional one-year period of the system's reciprocal currency (""swap"") arrangements with foreign central banks and the bank for international settlements.";positive
"the amounts and current maturity dates of the arrangements approved for renewal are shown in the table that follows:foreignbankamount ofarrangement(millions of $equivalent)term(months)maturitydateaustrian national bank250.012 mos.12/04/97bank of england3,000.0""12/04/97bank of japan5,000.0""12/04/97bank of norway250.0""12/04/97bank of sweden300.0""12/04/97swiss national bank4,000.0""12/04/97bank for international settlements--swiss francs600.0""12/04/97other authorized european currencies1,250.0""12/04/97bank of mexico3,000.0""12/12/97bank of canada2,000.0""12/15/97national bank of belgium1,000.0""12/18/97national bank of denmark250.0""12/28/97bank of france2,000.0""12/28/97german federal bank6,000.0""12/28/97bank of italy3,000.0""12/28/97netherlands bank500.0""12/28/97mr.";neutral
broaddus dissented because he believed that the federal reserve's participation in foreign exchange market intervention compromises its ability to conduct monetary policy effectively.;negative
because sterilized intervention cannot have sustained effects in the absence of conforming monetary policy actions, federal reserve participation in foreign exchange operations risks one of two undesirable outcomes.;negative
first, the independence of monetary policy is jeopardized if the system adjusts its policy actions to support short- term foreign exchange objectives set by the treasury.;negative
alternatively, the credibility of monetary policy is damaged if the system does not follow interventions with compatible policy actions, the interventions consequently fail to achieve their objectives, and the system is associated in the mind of the public with the failed operations.;negative
in these circumstances, he did not view renewal of the existing swap lines as desirable because they are used primarily to facilitate market intervention.the committee then turned to a discussion of the economic outlook and the conduct of monetary policy over the intermeeting period ahead.the information reviewed at the meeting suggested that economic activity continued to grow rapidly in recent months.;positive
the further advance reflected a surge in business fixed investment and consumer spending, while housing demand remained at a high level.;positive
significant slowing in exports and inventory investment provided only a partial offset to the strength.;negative
accordingly, production and employment recorded further large gains.;positive
price inflation remained subdued despite tight labor markets and a pickup in the pace of labor compensation.nonfarm payroll employment rose substantially further in october.;positive
manufacturing payrolls recorded their largest rise in the current economic expansion, and aggregate weekly hours worked increased significantly most of the gain in payrolls occurred at durable goods establishments.;positive
hiring remained robust in the service- producing sector, led by sizable increases at computer services and engineering and management services firms.;positive
the civilian unemployment rate fell to 4.7 percent in october, its low for the current expansion.industrial production registered a large advance in the third quarter and apparently remained strong in october.;negative
a third-quarter surge in the manufacture of durable goods, notably of motor vehicles, aircraft, and information-processing equipment, more than offset weak expansion in the output of nondurable goods and a decline in mining activity.;positive
although the step-up in manufacturing production boosted further the rate of utilization of manufacturing capacity, the latter was somewhat below its most recent peak in january 1995.retail sales posted a sharp rise in the third quarter, though growth in sales of both durable and nondurable goods moderated during the quarter.;positive
consumer spending on services also continued to increase at a relatively brisk pace.;positive
growth in such spending was underpinned by continuing substantial gains in incomes, the cumulative increase in household net worth over the past several years, and the ready availability of credit to most consumers.;positive
housing demand remained strong in the third quarter in association with moderate interest rates and very positive consumer assessments of homebuying conditions.;positive
sales of both new and existing homes increased a bit, and housing starts were little changed in the third quarter from the high level recorded during the first half of the year.business fixed investment increased at an unusually rapid rate in the third quarter.;positive
the rise in outlays was spread across all categories of producers' durable equipment, but the largest gains were in office, computing, and communications equipment.;positive
available data on new orders pointed to further broad-based and robust expansion in equipment spending in coming months.;positive
nonresidential construction grew at a moderate pace in the latest quarter despite a decline in september.;positive
available information suggested that construction would trend upward at a modest rate in coming months.business inventory investment appeared to have moderated substantially in the third quarter from the rapid rate of the previous quarter, and on balance stocks were at relatively low levels in relation to sales.;negative
in manufacturing, stocks rose somewhat further in september, but the inventory-to-shipments ratio for the sector declined to the low end of its range for the past twelve months.;negative
wholesale inventories posted another sizable advance in september the inventory-sales ratio for this sector was just above the high end of its range for the past year.;positive
retail stocks fell in august (latest available data), more than reversing their july increase.;negative
the inventory-sales ratio for the sector also was at the low end of its range for the past year.the nominal deficit on u.s. trade in goods and services widened substantially on balance over july and august from its rate in the second quarter.;negative
exports of goods and services changed little on net in the july-august period but imports rose considerably the largest increases in imports were for aircraft and automotive products, but sizable gains also were recorded for computers, semiconductors, and industrial supplies.;positive
available indicators of economic activity in the third quarter pointed to robust expansion in all the major foreign industrial countries except japan, where activity rebounded only moderately from a sharp second-quarter decline.;positive
although timely data were sparse, the economies of many asian countries probably were weakening as their exchange rates came under pressure, problems in their financial sectors were revealed, and their monetary and fiscal policies moved toward restraint.consumer price inflation remained subdued in september.;negative
the increase in both overall consumer prices and the prices of consumer items other than food and energy was modest.;positive
for the twelve months ended in september, prices of consumer items other than food and energy increased by a considerably smaller amount than in the year- earlier period.;positive
at the producer level, the september rise in prices was the largest monthly increment since january 1991 nonetheless, the overall index was unchanged over the past twelve months after a sizable rise over the previous twelve-month period.;negative
the core index also decelerated on a year-over-year basis.;negative
the rate of increase in the hourly compensation of private industry workers was unchanged in the third quarter, but the advance over the past four quarters was somewhat larger than that for the previous four.;positive
growth in average hourly earnings picked up in september and october, perhaps partly reflecting the effects of an increase in the federal minimum wage.at its meeting on september 30, 1997, the committee adopted a directive that called for maintaining conditions in reserve markets that were consistent with an unchanged federal funds rate averaging around 5-1/2 percent.;positive
the committee retained a tilt in the directive toward a possible firming of reserve conditions during the inter- meeting period, reflecting its view that the risks continued to be skewed toward rising inflation.;positive
