sentence;sentiment
federal open market committee held on july 1-2, 1997, were approved.by unanimous vote, the committee elected mr. stephen g. cecchetti of the federal reserve bank of new york as associate economist to serve until the election of his successor at the first meeting of the committee after december 31, 1997. it was understood that in the event of the discontinuance of his official connection with the federal reserve bank of new york, he would cease to have any official connection with the federal open market committee.the manager of the system open market account reported on developments in foreign exchange markets since the meeting in early july.;neutral
there were no system open market transactions in foreign currencies during this period, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period july 2, 1997, through august 18, 1997. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity was expanding moderately.;positive
growth in consumer spending had picked up after having slowed sharply in early spring, business purchases of durable equipment were still on a strong upward trend, and housing demand seemed to have been well maintained.;positive
the overall rise in production had been held down recently by supply disruptions in the motor vehicles industry, but employment had continued to expand at a strong pace and the unemployment rate was at a low level.;negative
increases in labor compensation had remained moderate even though labor markets were tight, and price inflation was still subdued.private nonfarm payroll employment rose sharply in july after a june increase that was below the average for earlier months of the year.;positive
the step-up in job growth in july reflected substantially larger job gains in business services, retail trade, and the finance, insurance, and real estate industries.;positive
a small decline in manufacturing jobs roughly offset slightly higher employment in construction.;negative
the civilian unemployment rate, at 4.8 percent in july, matched its low for the current economic expansion.industrial production increased relatively slowly in july after having advanced at a fairly brisk pace over the first half of the year.;negative
the july slowdown reflected a temporary drop in motor vehicle assemblies partly associated with work stoppages at a major automotive manufacturer.;negative
outside the motor vehicles sector, the output of business equipment and consumer durable goods rose strongly while the production of consumer nondurables weakened further.;positive
factory capacity increased a little more than production in july, and the utilization of total manufacturing capacity slipped to its lowest level since last autumn.retail sales rose briskly in june and july after having changed little over the preceding three months.;negative
sales at automotive dealers rebounded in june and july following substantial weakness in earlier months, and expenditures at nondurable goods stores also strengthened.;positive
by contrast, sales at non-automotive durable goods outlets were unchanged over june and july.;negative
the pickup in consumer spending occurred against a backdrop of further strong gains in incomes and household net worth.;positive
in addition, credit was readily available to most consumers, although lenders continued to tighten terms for marginal borrowers.;positive
total private housing starts were unchanged in july after having rebounded in june from a may decline.;negative
data on home sales in recent months continued to suggest that demand for single-family housing was still relatively buoyant.real business fixed investment increased substantially further in the second quarter, reflecting a broad-based surge in spending on producers' durable equipment.;positive
real outlays for office and computing equipment continued to grow rapidly as prices of personal computers and networking equipment remained on a steep downtrend.;negative
spending for communications equipment grew at a slower pace in the second quarter, but recent orders for such equipment pointed to larger increases in the current quarter.;positive
nonresidential construction activity was sluggish in the second quarter.;negative
while available information on construction contracts suggested little improvement in building activity in coming months, prices for commercial real estate had risen slightly and vacancy rates had declined.nonfarm business inventories increased rapidly in the second quarter, but there were few signs of inventory imbalances.;negative
in june, the pace of inventory investment in manufacturing slowed from the rapid average rate for april and may, and the inventory-shipments ratio for the sector was at a very low level.;negative
in wholesale trade, stocks rose sharply in june after little net change over the two previous months.;positive
despite the june increase, the stock-sales ratio was at the middle of its relatively narrow range of the past year.;negative
at the retail level, the rise in inventories in june retraced only part of the may decline the inventory-sales ratio for the sector also was near the middle of its range for the last year.the nominal deficit on u.s. trade in goods and services was slightly smaller on balance over april and may than the downward-revised average rate in the first quarter.;negative
measured against their first-quarter levels, the value of exported goods and services grew more than the value of imports over the april-may period.;positive
the largest increases in exports were in machinery and aircraft and parts, while the biggest gains in imports were in consumer goods, computers, and capital goods other than computers.;positive
the available information suggested that in recent months economic activity had expanded further in all the major foreign industrial countries except japan.;positive
growth continued to be robust in canada and the united kingdom and apparently remained moderate in france and germany.;positive
economic activity in japan had slowed after a rise in that country's consumption tax in april.consumer price inflation picked up slightly in july from the slow pace in each of the previous four months a small decline in energy prices offset a further increase in food prices.;negative
the index for items other than food and energy rose in july at the same low rate recorded for both the first six months of 1997 and the twelve months ended in july.;positive
at the producer level, prices of finished goods edged down for a seventh consecutive month, reflecting a further drop in food prices.;negative
prices of finished goods other than food and energy were unchanged over the twelve months ended in july.;negative
at earlier stages of production, producer prices for core intermediate materials rose slightly over the year ended in july and prices of core crude materials increased by a larger amount over the same period.;positive
growth in hourly compensation of private industry workers picked up somewhat in the second quarter, but the rise in compensation over the year ended in june matched the advance over the comparable year-earlier period.;positive
average hourly earnings of production and nonsupervisory workers were unchanged in july, and the rise in such earnings over the twelve months ended in july also was the same as in the year-earlier period.at its meeting on july 1-2, 1997, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions.;negative
because the committee continued to see a potential need for some tightening of monetary policy to counter rising inflationary pressures, the directive included a bias toward a possible firming of reserve conditions during the intermeeting period.;positive
the reserve market conditions associated with this directive were expected to be consistent with moderate growth of m2 and m3 over coming months.open market operations were directed throughout the intermeeting period toward maintaining the existing degree of pressure on reserve positions, and the average federal funds rate for the period was at the committee's intended level of 5-1/2 percent.;neutral
most other market interest rates declined further on balance over the period in an atmosphere of greater volatility in financial markets.;negative
the net decline in market rates seemed to have reflected a judgment by market participants that the outlook for inflation had improved slightly on balance and that the likelihood of any tightening of monetary policy in coming months had receded a little further.;positive
share prices in equity markets increased on balance over the period.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies rose significantly on balance over the intermeeting period.;positive
the appreciation of the dollar was uneven against the currencies of the major foreign industrial countries.;negative
the dollar's substantial increase against the german mark and other continental european countries reflected both the continuing favorable developments in the u.s. economy and persisting market concerns that difficulties faced by the major european countries would lead to policies that might detract from strength in the euro.;positive
the dollar rose only slightly against the yen.;positive
that currency came under downward pressure in reaction to incoming data suggesting a somewhat- greater-than-expected falloff in demand following the recent increase in the consumption tax, but the release of the june current account surplus late in the intermeeting period rekindled market concerns about japanese external balances and led to some appreciation of the yen.m2 expanded at a moderate pace over june and july after having fluctuated sharply in april and may as a result of tax-related flows.;negative
data for early august suggested a somewhat faster rate of m2 growth in association with heavier inflows to retail money funds the latter might have been related to heightened demand for liquidity as a result of recently higher volatility in bond and equity markets.;negative
for the year through july, m2 expanded at a rate near the upper bound of its range.;positive
m3 also fluctuated sharply over april and may and grew at a relatively moderate rate in june.;positive
m3 surged in july, however, as heavy volumes of large time deposits were issued by u.s. branches of foreign banks to pay down borrowings from their overseas offices and by domestic banks to counter the runoff of government deposit accounts the latter two sources of funds are not included in m3.;positive
for the year through july, m3 expanded at a rate appreciably above the upper bound of its range.;positive
total domestic nonfinancial debt had continued to expand in recent months at a rate near the middle of its range.the staff forecast prepared for this meeting suggested that the expansion of the economy would be damped in the second half of the year by a slowing of inventory accumulation from the unsustainably brisk pace in the first half of the year.;negative
in 1998, the economy would expand at a pace in line with the growth of its estimated potential.;positive
growth of consumer spending, supported by high levels of household wealth and projected further gains in employment and income, was expected to be relatively brisk over the forecast horizon.;positive
business spending on equipment and structures was anticipated to continue to outpace the overall expansion of the economy, though the differential would tend to narrow over time in association with the gradual diminution of increases in sales and profits that was expected in conjunction with moderating economic growth.;positive
housing construction was projected to drift lower over the forecast horizon.;negative
the staff anticipated that the external sector would exert some mild restraint on the expansion of economic activity.;positive
with labor compensation gradually accelerating in the context of higher resource utilization, core consumer price inflation was forecast to drift slightly higher.the committee's discussion of current and prospective economic developments highlighted statistical and anecdotal evidence of a solid economic performance, including indications of a rebound in final demand after a lull during the spring and the persistence of relatively subdued, and by some measures declining, inflation.;positive
growth in consumer spending had slowed sharply and a surge in inventory accumulation had accounted for much of the expansion of economic activity in the second quarter.;negative
looking ahead, the members did not believe that recent developments had altered the prospect that the economy would settle into a pattern of moderate growth approximating its potential.;negative
such a forecast was subject to considerable uncertainty, and several members observed that the risks appeared to be mostly in the direction of stronger growth in demand.;neutral
with regard to the outlook for inflation, widespread evidence of very tight labor markets was associated with scattered indications that the rise in labor compensation might be accelerating, but overall labor costs had remained relatively damped and price inflation restrained.;negative
gains in productivity and muted increases in nonlabor costs probably also were contributing to holding producer costs under good control.;positive
nonetheless, the members remained concerned about the risks of rising inflation, especially if somewhat-faster-than-projected growth in economic activity were to occur and add to pressures on resources in an economy that already seemed to be operating close to, or perhaps even above, its sustainable potential.the uncertain prospects for inventory investment were a dominant factor in the outlook for economic activity over the nearer term.;negative
the accumulation of inventories had been unusually high in the second quarter according to the available evidence.;negative
there was no broad sense of an undesired buildup, but the rate of inventory investment would have to be reined in if an overhang were to be averted.;negative
a concern in this regard was that the apparent upturn in final demand, particularly if it proved to be somewhat stronger than currently expected, and related business optimism about sales prospects might well result in a further buildup of inventories at a relatively rapid rate.;negative
while such a development was not viewed as the most likely outcome and, indeed, less-than-projected strength in the inventory sector could not be ruled out, relatively rapid inventory accumulation in the context of persisting above-trend growth in final demand would generate additional pressure on resources and heighten the risks of accelerating inflation.with regard to the prospects for final demand in key sectors of the economy, members noted that the appreciable rebound in consumer spending followed a weak second quarter, and some moderation in the growth of such spending was likely later this year and in 1998. even so, favorable prospects for employment and incomes and the large gains that had occurred in financial wealth suggested that consumer expenditures were likely to be well maintained over the projection horizon.;positive
the high level of consumer confidence reported by consumer surveys was another supporting factor in this favorable outlook.in the area of business fixed investment, a strong upward trend in outlays for new equipment was thought likely to persist, notably in the computer-related and the telecommunications industries.;positive
anecdotal reports also pointed to appreciable strength in commercial construction activity, including office structures, hotels, and warehouses in various parts of the country.;positive
indeed, in some areas construction activity was said to be limited only by shortages of qualified labor.;negative
