sentence;sentiment
federal open market committee held on august 19, 1997, were approved.the manager of the system open market account reported on developments in foreign exchange and international financial markets in the period since the previous meeting on august 19, 1997. there were no open market transactions in foreign currencies for system account since that meeting, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period august 19, 1997, through september 29, 1997. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic outlook and the conduct of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity had expanded briskly further in the third quarter.;positive
the expansion was paced by robust growth in consumer spending and substantial further increases in business investment expenditures.;positive
housing demand seemed to have been well maintained over the summer.;positive
employment and production had risen considerably further since midyear.;positive
despite widespread indications of tight labor markets, increases in labor compensation had been moderate in recent months, and price inflation had remained subdued.private nonfarm payroll employment rose substantially over july and august despite the retarding effects of a work stoppage at a major package shipping firm.;positive
aggregate weekly hours of production or nonsupervisory workers were considerably above their second-quarter average over the two months.;negative
the civilian unemployment rate, at 4.9 percent in august, was marginally above its low for the current economic expansion.industrial production increased considerably in july and august, extending a relatively brisk advance over the first half of the year.;positive
the output of business equipment rose strongly over the two months, with sizable gains in all major categories, and the output of consumer nondurables turned up after having displayed some weakness in earlier months of the year.;positive
the production of consumer durables also increased on balance over the two months.;positive
after rising somewhat in other recent months, the utilization of total manufacturing capacity was up appreciably in august, reaching its highest level since the spring of 1995.retail sales were up substantially over the summer after having edged lower during the spring.;positive
the upturn in recent months included a rebound in sales at automotive dealers following some weakness in earlier months.;positive
sales at non-auto durable and at nondurable goods stores also strengthened after having declined on balance during the second quarter.;positive
the pickup in consumer spending occurred against a backdrop of further strong gains in incomes and household net worth that, according to recent surveys, had fostered high levels of consumer confidence.;positive
in addition, credit continued to be readily available to most consumers.;positive
total private housing starts and building permits declined in august to levels somewhat below their averages in earlier months of the year, but data on overall home sales and builder ratings of new home sales continued to suggest that demand for single-family housing was still relatively buoyant.real business fixed investment had remained on a steep uptrend since midyear, with exceptional ongoing demand for computers and communications equipment and relatively robust demand in other categories of business equipment as well.;negative
nonresidential construction activity appeared to have rebounded somewhat in late spring and early summer after having declined moderately earlier in the year.;positive
while new construction contracts displayed little trend, favorable conditions for nonresidential construction were suggested by low vacancy rates, rising prices for commercial real estate, and a widespread availability of financing.the accumulation of nonfarm business inventories slowed substantially in july (latest data) from its average pace in the second quarter.;negative
inventory investment in manufacturing was only a bit below its pace in the second quarter, but the inventory-shipments ratio for the sector remained at a very low level.;negative
in wholesale trade, stocks fell after a sharp buildup in june, and the stock-sales ratio for this sector was at the middle of its relatively low range for the past year.;negative
at the retail level, a rise in inventories in july about matched that in june and the inventory-sales ratio for the sector also was near the middle of its range for the past year.the nominal deficit on u.s. trade in goods and services widened substantially in july, reflecting both a decline in exports and a rise in imports.;positive
the lower exports of goods and services were associated with decreases in most trade categories and left total exports slightly below their relatively high level of the second quarter.;negative
the july increase in imports also was spread among nearly all trade categories and brought total imports of goods and services to a level somewhat above the average for the second quarter.;positive
the available information suggested that economic activity expanded further in recent months in all the major foreign industrial countries except japan.;positive
growth remained relatively robust in canada and the united kingdom, and activity apparently picked up in france and germany after having been sluggish early in the year.;positive
economic activity in japan declined appreciably in the second quarter, and more recent information provided little clear evidence of subsequent strength.price inflation has remained subdued.;negative
consumer price inflation picked up slightly in july and august from a slow rate of increase in each of the previous four months reduced but still appreciable increases in food prices contributed to the larger advance in both months and a sizable rise in energy prices held up the consumer price index in august.;positive
at the producer level, the price index for finished goods rose moderately in august after having fallen for seven consecutive months the august rise largely reflected a jump in energy prices.;positive
over the twelve months ended in august, consumer prices were up considerably less than in the previous twelve months, while producer prices of finished goods were down slightly after having increased moderately in the previous twelve months.;negative
the behavior of these broad measures of inflation excluding the effects of food and energy prices also was favorable over the year ended in august, albeit slightly less so.;positive
average hourly earnings of production and nonsupervisory workers picked up in august from a much reduced pace in july the rise in such earnings over the twelve months ended in july was slightly above that in the previous twelve months.at its meeting on august 19, 1997, the committee adopted a directive that called for maintaining conditions in reserve markets that were consistent with an unchanged federal funds rate averaging about 5-1/2 percent.;positive
the directive included a bias toward the possible firming of reserve conditions and a somewhat higher federal funds rate to reflect a consensus among the members that the economic risks remained biased toward higher inflation.;positive
although the members did not see a high probability that likely developments would warrant a tightening of policy during the intermeeting interval, they continued to anticipate that the next policy move was more likely to be in the direction of some firming than toward some easing.;positive
the reserve market conditions associated with this directive were expected to be consistent with some slowing in the growth of m2 and m3 to more moderate rates over coming months.open market operations were directed throughout the inter-meeting period toward maintaining the existing degree of pressure on reserve positions, and the federal funds rate averaged just slightly above the committee's intended level of 5-1/2 percent.;negative
most other interest rates in short-term markets were little changed over the period.;neutral
rates on longer-term obligations were down somewhat on balance, apparently reflecting a reassessment of the outlook for inflation by some market participants in the light of unexpectedly low inflation and other statistics released during the latter part of the period.;negative
the downward movement in long-term interest rates resulted in some further flattening of the slope of the yield curve and appeared consistent with an interpretation that market participants saw little likelihood of any tightening of monetary policy in coming months.;negative
share prices in equity markets continued to display considerable volatility but increased appreciably further on balance over the intermeeting interval.in foreign exchange markets, the dollar experienced mixed changes in relation to major foreign currencies, largely reflecting diverging economic developments abroad.;positive
on balance, the dollar's trade-weighted value in terms of the other g-10 currencies declined somewhat over the intermeeting period.;negative
the dollar was down considerably against the mark as data suggesting a pickup in german economic activity and inflation led to market speculation concerning a possible increase in short-term german interest rates.;negative
the dollar also registered sizable declines over the period against a number of other european currencies.;negative
on the other hand, the dollar rose appreciably in relation to the japanese yen, which came under selling pressure against the background of continuing sluggish economic conditions in japan, persistent problems in its financial system, and concerns about the potential effect on japan of the recent depreciations of southeast asian currencies.;positive
the dollar also strengthened somewhat in terms of the british pound, in part as a result of some indications that economic activity in the united kingdom was not as strong as expected and the sizable declines that had occurred recently in that nation's long-term interest rates.m2 expanded at a rapid pace in august and continued to grow at a still robust though diminished rate in september according to the limited data available for that month.;positive
the strength of m2 and also that of m3 was related at least in part to changes in the allocation of financial assets and liabilities rather than to the growth in spending in particular, the volatility in the stock market evidently fostered a redirection of funds to m2 assets, among others, and included heavy inflows to the money market funds component of m2.;positive
for the year through august, m2 rose at a rate somewhat above the upper bound of the committee's range.;positive
m3 grew at an exceptionally rapid rate over the summer months, with only few signs of moderation in september according to the partial data available for that month.;positive
apart from the strength in its m2 components, the increase in this aggregate reflected bank substitution of large time deposits for foreign borrowings to finance credit growth and also reflected substantial inflows to institution-only money funds.;positive
for the year through august, m3 expanded at a rate well above the upper bound of its range.;positive
