sentence;sentiment
federal open market committee held on february 4-5, 1997, were approved.the manager of the system open market account reported on recent developments in foreign exchange markets.;neutral
there were no system open market transactions in foreign currencies during the period since the meeting on february 4-5, 1997, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in u.s. government securities and federal agency obligations during the period february 5, 1997 through march 24, 1997. by unanimous vote, the committee ratified these transactions.the manager advised the committee that he continued to anticipate a pattern of reserve needs that might require another unusually large addition to the system's outright holdings of u.s. government securities during the relatively long intermeeting period ahead.;neutral
the limit on increases in outright holdings between meetings had been raised to $12 billion at the february meeting, and the manager requested that the higher limit be retained for the upcoming period.;positive
by unanimous vote, the committee amended paragraph 1(a) of the authorization for domestic open market operations to raise the limit on intermeeting changes in such holdings from $8 billion to $12 billion for the period ending with the close of business on the date of the next meeting, may 20, 1997.the committee then turned to a discussion of the economic outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that the economy had continued to expand at a relatively robust pace in early 1997 after strengthening markedly in the fourth quarter of 1996. much of the more recent growth reflected further acceleration in consumer spending, but business capital expenditures, housing activity, and an upturn in inventory investment also had contributed to the recent increase in total expenditures.;positive
by contrast, available data pointed to a sharp drop in net exports after a surge in the fourth quarter.;negative
to meet the strong aggregate demand, employment had recorded another large advance in early 1997 and industrial production had risen somewhat further.;positive
the underlying trend in consumer price inflation had remained subdued, but the increase in average hourly earnings had continued to edge higher early this year.private nonfarm payroll employment rose substantially further in january and february.;positive
the gains continued to be led by sizable advances in the services and trade industries.;positive
employment in construction increased considerably over the two months, largely because of unseasonably warm weather across much of the country in february that led to an earlier-than-usual pickup in building activity.;positive
aggregate hours of private production workers, which were also affected by changing weather conditions, were up appreciably on balance over the two months, and the average workweek increased considerably, reaching a new recent high in february.;positive
the civilian unemployment rate, at 5.3 percent in february, was unchanged from its average level in the second half of 1996.industrial production rose appreciably in february after declining slightly in january.;positive
the february advance resulted from a surge in the manufacturing of durable goods that was only partly offset by a plunge in the output of utilities associated with unseasonably mild weather in that month.;negative
the utilization of total manufacturing capacity was unchanged on balance over the two months at a level slightly above its long-term average.consumer spending strengthened considerably further in early 1997 after registering a sizable increase over the fourth quarter.;positive
nominal retail sales rose sharply in january and february.;positive
the gains over the two months were concentrated in sales of durable goods, including motor vehicles and building materials.;positive
spending on services rose strongly in january (latest data) but may have moderated in february when milder-than-normal weather held down heating costs.;positive
recent surveys indicated that consumer confidence had risen to the highest levels in many years.housing construction rose sharply in february after two months of relatively depressed activity.;positive
on balance, various indicators of housing activity had been mixed over the past several months and did not suggest any clear trend in spending for new housing.recent trends in orders and shipments pointed to a sizable further rise in outlays for producers' durable equipment in early 1997, largely reflecting continued rapid growth in purchases of computers and some further increase in spending for communications equipment.;positive
expenditures for other types of equipment remained little changed.;positive
in the nonresidential construction sector, trends in contracts suggested some further spending gains in most market segments after strong advances in the fourth quarter.;positive
manufacturing and trade inventories rose somewhat in january, roughly offsetting small declines over the previous two months.;positive
with sales and shipments rising rapidly in january, inventory-sales ratios for a wide range of industries dropped further from already low levels.the nominal deficit on u.s. trade in goods and services widened substantially in january from its temporarily depressed rate in the fourth quarter.;negative
nearly all the deterioration in the trade balance reflected a sharp rise in imports that increase was largely the result of a rebound in automotive shipments from canada, which had been temporarily reduced by a strike.;negative
recent information on economic activity in the g-7 countries suggested continued expansion at a moderate rate on average in early 1997, but rates of expansion had continued to diverge among those economies.;positive
growth in output still appeared to be relatively strong in japan, canada, and the united kingdom, while much weaker economic performances were indicated for the major continental european countries.;negative
the economies of the major developing countries in latin america and eastern asia apparently continued to expand in late 1996.data for january and february were consistent with the continuation of a subdued trend in underlying price inflation.;positive
overall consumer price inflation moderated somewhat over the two months from its pace in the fourth quarter smaller increases in energy prices were an important factor in the slowdown, but prices of consumer items other than food and energy also advanced at a slower rate over the first two months of the year.;negative
for the twelve months ending in february, consumer prices excluding food and energy rose somewhat less than they had over the preceding twelve months a development contributing importantly to the deceleration was a smaller rise in non-oil import prices associated with the appreciation of the dollar.;positive
at the producer level, overall prices of finished goods declined somewhat in january and february, reflecting an appreciable drop in the food and energy components.;negative
for the twelve months ending in february, the increase in the overall index of finished goods prices was little changed from that over the preceding twelve months, but excluding food and energy prices, which had registered sizable advances in 1996, the rise was considerably smaller over the latest twelve-month period.;positive
at early stages of processing, however, some producer prices had moved up in recent months.;positive
average hourly earnings of production and nonsupervisory workers posted small further increases in january and february but were up appreciably more over the twelve months ending in february than over the preceding twelve months.at its meeting on february 4-5, 1997, the committee issued a directive that called for maintaining the existing degree of pressure on reserve positions.;positive
the directive included a bias toward the possible firming of reserve conditions, reflecting a consensus among the members that the risks were clearly in the direction of an upward trend in inflation and that the next policy move was more likely to be toward some tightening than toward easing.;positive
