sentence;sentiment
federal open market committee held on march 22, 1994, were approved.the manager for foreign operations reported on developments in foreign exchange markets and on system open market transactions in foreign currencies during the period march 22, 1994, through may 16, 1994. by unanimous vote, the committee ratified these transactions.the manager for domestic operations reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period march 22, 1994, through may 16, 1994. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity had expanded substantially on balance thus far in 1994. favorable business expectations and buoyant consumer sentiment in the context of stronger gains in employment appeared to have sustained strong growth in domestic final demand.;positive
broad measures of inflation had remained subdued and labor cost increases had been moderate, though prices of industrial materials had continued to rise.nonfarm payroll employment increased sharply in march and april, in part reflecting a rebound in industries affected by earlier severe winter weather for the first four months of the year, the average monthly rise exceeded the improved pace of the fourth quarter.;positive
further large advances in employment in the march-april period were recorded in the services sector, notably at personnel supply services firms hiring in construction was strong after earlier weather-related losses and the number of jobs in manufacturing continued to expand, although at a somewhat slower pace than in previous months.;positive
the civilian unemployment rate registered another slight decline in april, to 6.4 percent, and the average workweek of production or nonsupervisory workers remained at an unusually high level.industrial production was up appreciably further in april, with increases widespread across sectors.;positive
the pace of motor vehicle assemblies slowed, but much of the indicated slowdown reflected the effects of seasonal adjustment, which called for increases at a time when manufacturing operations already were at levels close to capacity.;negative
output of public utilities fell again, as electricity generation dropped with the return to less severe weather patterns.;negative
rates of industrial capacity utilization had risen rapidly in recent months and were at very high levels in many industries--especially in motor vehicles, petroleum refining, lumber, and primary metals.retail sales were estimated to have fallen in april after two months of very large increases.;negative
despite the april decline, which was widespread by type of retail outlet, outlays were considerably above the first-quarter average.;positive
sales of new and existing homes posted significant gains in march although they remained below their fourth-quarter averages.;positive
housing starts decreased slightly in april but were well above the depressed winter pace.;negative
the third consecutive monthly gain in multifamily starts was more than offset by a decline in single-family starts.real business fixed investment continued to increase rapidly in the first quarter, but at a less robust pace than in the fourth quarter of 1993. outlays for producers durable equipment posted another sizable advance, spending for computing equipment surged again, and purchases of most other types of equipment also continued to trend up.;positive
moreover, business demand for automobiles and trucks remained strong.;positive
outlays for nonresidential structures declined sharply in the first quarter, although construction activity showed some recovery in march after the disruptions associated with severe weather during january and february.business inventories declined in march, reversing part of the large run-up in stocks that had occurred in the first two months of the year.;negative
for the first quarter as a whole, inventories rose at a slightly slower pace than in the second half of last year.;negative
in manufacturing, the accumulation in the first quarter retraced much of the drawdown that had taken place in previous months the inventory-to-shipments ratio, already at a low level, edged still lower.;negative
wholesale inventories were down on balance over the first quarter, with a large march decline more than retracing increases earlier in the year the ratio of inventories to sales was well below the range prevailing over the last several years.;negative
retail inventories expanded modestly in the first quarter, and the inventory-to-sales ratio fell slightly.the nominal deficit on u.s. trade in goods and services was larger on average in january and february than it had been in the fourth quarter.;negative
the value of exports in the january-february period was sharply below the unusually strong level in the fourth quarter but was slightly higher than the levels recorded in the first three quarters of 1993. exports were down in virtually all major trade categories one important exception was semiconductors, for which exports continued to trend higher.;negative
imports in the two-month period fell by less than exports nearly all of the decline reflected reduced oil imports.;negative
available indicators for the first quarter pointed to recovery in economic activity at a moderate pace on average in the major foreign industrial countries.;positive
signs of recovery ranged from quite tentative in japan to relatively well-established in the united kingdom and canada.indexes of consumer and producer prices had increased slightly thus far in 1994. in april, consumer prices posted their smallest rise since january food prices were up a bit further, but energy prices retraced their march run-up.;positive
excluding the food and energy components of the index, consumer prices edged up in april, and over the twelve months ending in april these prices increased less than they had over the previous twelve months.;positive
producer prices of finished goods declined a little in april as prices of finished foods and energy moved down for items other than food and energy, prices were up slightly in april and for the twelve months ending in april.;negative
at earlier stages of processing, the index of producer prices of crude materials other than food and energy was substantially above its year-ago level, despite a small drop in april.;positive
at the intermediate stage, the prices of some important construction materials had increased sharply although, overall, prices of nonfood, non-energy goods had risen only modestly over the past twelve months.increases in labor costs continued to moderate in early 1994. the employment cost index for private industry workers rose more slowly in the first quarter of 1994 than in any quarter of 1993. the slowdown reflected more moderate growth in both wages and salaries and benefit costs.;negative
hourly compensation increased at a slightly slower pace over the twelve months ending in march 1994 than over the previous year.;negative
in april, average hourly earnings of production or nonsupervisory workers on nonfarm payrolls increased moderately after having changed little over february and march.at its meeting on march 22, 1994, the committee adopted a directive that called for a slight increase in the degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustment to policy during the intermeeting period.;positive
the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater or slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with moderate growth of m2 and m3 over the first half of 1994.immediately after the meeting, open market operations were directed toward implementing the slightly less accommodative degree of reserve pressure sought by the committee.;positive
subsequently, on april 18, against the background of incoming data suggesting considerable momentum and diminishing slack in the economy and of indications that financial markets were less likely to be destabilized by a further policy action, the degree of accommodation in reserve pressures was reduced a little further.;positive
the federal funds rate rose 1/4 percentage point, to 3-1/2 percent, after the initial policy action following the second policy move, the funds rate went up another 1/4 percentage point and generally remained near 3-3/4 percent.;positive
over the intermeeting period, adjustment plus seasonal borrowing averaged slightly above anticipated levels.most market interest rates increased by more than the federal funds rate over the period since the march meeting, with the largest increases occurring at intermediate maturities.;positive
weakness in the dollar as well as the release of data suggesting considerable vigor in economic activity appeared to have contributed to the upward pressure on market rates.;negative
the bank prime rate was raised 3/4 percentage point, to 6-3/4 percent, while major indexes of stock prices fell substantially.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies declined somewhat further on balance over the intermeeting period.;negative
the dollar's depreciation occurred despite the implementation of less accommodative policy actions in the united states and monetary easing moves in several key foreign countries.;negative
market concerns about political developments in japan as well as a worsened outlook for progress toward more open trading relationships and for a more stimulative fiscal policy in that country contributed to downward pressure on the dollar.;negative
against the backdrop of a falling dollar, u.s. authorities conducted intervention operations on april 29 and again on may 4. the latter operations were coupled with a statement by treasury secretary bentsen indicating that intervention was being undertaken in response to recent movements in exchange markets that had gone beyond what could be justified by economic fundamentals and was being conducted in concert with operations by other major countries.;neutral
subsequent to these actions, the dollar retraced part of its earlier decline.growth of m2 and m3 turned up, on balance, in march and april despite the rising short-term opportunity costs of holding deposits.;positive
the strengthening of these aggregates seemed to be related to a reassessment by households of the relative attractiveness of investing in capital market instruments capital losses sparked substantial net redemptions at bond mutual funds over march and april that were accompanied by a surge in flows to retail money market funds and slower runoffs of small time deposits.;negative
for the year through april, m2 expanded at a rate somewhat below the middle of its range for 1994, and m3 at a pace somewhat above the lower end of its range.;positive
total domestic nonfinancial debt continued to expand at a moderate rate over recent months.the staff forecast prepared for this meeting suggested that economic activity, after rebounding from the disruptions caused by adverse weather conditions earlier in the year, would expand in the second half of 1994 at a rate close to the growth of the economy's potential.;positive
consumer spending, which had outpaced gains in household income for some time, was projected to slow to a growth rate more in line with the expansion of income with pent-up demands apparently reduced and somewhat higher interest rates exerting a damping effect, much of the slowing was expected to be centered on outlays for durable goods.;negative
business fixed investment would be restrained by the slower growth of business output and the associated moderation of corporate cash flows but would continue to advance at a faster rate than overall economic activity.;positive
homebuilding was projected to remain at a pace that was relatively robust compared with the rate of recent years, though a bit below that of the fourth quarter.;positive
the restraint on output growth from federal spending cutbacks and weak export demand was expected to diminish somewhat.;negative
in light of limited margins of slack in labor and product markets over the forecast horizon, little or no further reduction in the core rate of inflation was anticipated.in the committee's discussion of current and prospective developments, members commented on widespread indications, both statistical and anecdotal, of considerable momentum in the economic expansion.;positive
business activity seemed to be rebounding smartly from the disruptive effects of unusually severe winter weather, and it appeared that the expansion over the first half of the year was likely to be a little stronger than had been expected at the time of the march meeting.;positive
a deceleration in activity still seemed to be in train for the second half, but the extent of such a slowing was an important source of uncertainty in the outlook.;negative
the members continued to see moderate growth at a rate in line with or slightly above the economy's potential as the most likely prospect, but the overall momentum of the expansion and the still accommodative stance of monetary policy suggested that there was an appreciable risk of faster growth for a period, with consequent implications for greater pressures on resources.;positive
at the same time, the members saw relatively few signs of the kinds of imbalances that would pose a significant downside potential for the economy, although some cautioned that the rise in long-term interest rates, recently weaker data on production and sales, and continuing anxiety about job security in an environment of corporate restructuring contributed elements of fragility to what was otherwise a healthy outlook.;negative
the near-term prospects for inflation were favorable.;positive
wage and price trends generally remained moderate the persisting high rate of business investment bode well for further enhancements of productivity and competitive pressures, including those from imported goods, were restraining efforts by firms to raise prices.;negative
the members were concerned, however, that in an environment in which slack in the economy already had been reduced to a fairly low level and could decline further in the quarters ahead, inflation could begin to rise unless monetary policy were adjusted further from its accommodative stance.in their comments about developments across the nation, members took note of the considerable strength in economic conditions in many parts of the country.;negative
however, they also recognized that some parts of the nation were experiencing relatively subdued growth and that economic activity remained depressed in other areas such as southern california and hawaii.;negative
the strong forward momentum in the economy was most clearly evident in interest-sensitive sectors, including motor vehicles, other durable goods, and housing.;positive
the rise in interest rates over the course of recent months was cited by business contacts as a potential source of restraint on interest-sensitive expenditures, but thus far relatively few contacts had reported actual examples of adverse interest-rate effects on spending.;negative
while higher rates would constrain aggregate demand going forward, their effects probably would be offset in part by more aggressive lending practices at banks and other institutions.;positive
at the same time, reports of industries that were operating at or near capacity limits were becoming more numerous, and capacity constraints were said to be limiting some sales.with regard to the outlook for key sectors of the economy, consumer expenditures were viewed by many members as likely to be well maintained, particularly for motor vehicles and other consumer durables.;negative
reports from various parts of the country indicated that sales had tended in many areas to exceed retailers' expectations by a considerable margin in recent months.;positive
some members noted, however, that sales had been less ebullient since late winter and cited factors that might work to restrain somewhat the growth of consumer spending.;negative
these included high and rising debt levels, declines in household wealth owing to the drop in stock and bond prices, and the effects on consumer confidence of ongoing workforce reductions associated with business restructuring.;negative
higher interest rates also might limit the pace at which pent-up demands would continue to be satisfied.;negative
on balance, in the view of a number of members, growth in consumer spending seemed likely to moderate to a pace close to the growth in incomes.members expected business fixed investment to continue to expand at a pace substantially above that of the economy as a whole.;positive
with production straining capacity limits in a number of industries and firms striving for cost savings and productivity improvements to maintain their competitiveness, real outlays for producers' durable equipment were likely to stay on a strong upward trend despite an anticipated deceleration in business output and the recently increased cost of external capital associated with higher interest rates and lower equity prices.;positive
it was noted in this connection that order books at producers of capital equipment had grown considerably.;positive
nonresidential construction appeared to be rebounding from the disruptive effects of unusually severe winter weather conditions however, the pattern of construction activity across the nation was mixed, with some areas of the country displaying considerable strength in activity and other areas still depressed.;negative
the construction of office buildings for the most part remained at very low levels, but anecdotal reports indicated that markets for office space, especially those that had been hard hit in recent years, seemed to be improving considerably in some locales.;positive
business inventories remained quite lean by historical standards, and some reports suggested that efforts to augment stocks had been negated by strong sales.;negative
with survey reports indicating that order backlogs had grown and lead times on materials deliveries had lengthened, the possibility was increasing that desired inventory ratios might be adjusted upward and some pickup in inventory investment might get under way, especially in manufacturing where stocks-to-sales ratios recently had fallen to new lows.residential construction was indicated to be robust across much of the country, with activity picking up rapidly in the aftermath of the unusually severe winter.;positive
the affordability of housing remained high by historical standards, and the appeal of home ownership had been enhanced somewhat by the apparent firming of house prices over the past year.;positive
in these circumstances, housing activity had been well sustained, although there were some indications that the higher mortgage rates now prevailing had begun to damp residential investment.the foreign trade sector was expected to continue to exert some drag on economic growth, but the members saw this as likely to lessen as an anticipated gradual pickup in economic activity among key trading partners bolstered demand for u.s. exports while imports were restrained by a projected moderation in the growth of u.s. domestic demand.;positive
in the view of one member, the export sector would tend to sustain and perhaps become an important stimulus to growth in the united states as earlier declines in the dollar, taken in conjunction with technological improvements and higher product quality, enhanced the competitiveness of u.s. exports.in their discussion of the outlook for prices and wages, the members noted that broad measures of inflation remained subdued and increases in labor costs had been moderate.;positive
nevertheless, they continued to be concerned that inflation could begin to rise if growth in excess of potential were to persist and margins of unutilized production resources were to shrink further, or even disappear.;negative
production already had reached capacity limits in a number of industries, including motor vehicles and steel, and prices of some raw materials and intermediate goods had risen substantially over the past year.;positive
ongoing efforts to expand production capacity through productivity-enhancing investment and the hiring of additional workers were likely to be of some help in meeting growing demands, but an increasing number of contacts were reporting that business firms were taking advantage of opportunities to adjust prices upward.;positive
there also were indications of shortages of qualified workers in some labor markets or industries, but to date there were only limited signs of upward wage pressures and these did not seem to signal a near-term emergence of general upward cost pressures on prices.;negative
indeed, even with sales strong, many business contacts were reporting that intense competition, in part from imports, was curbing or negating efforts to raise prices.;negative
firms were continuing to look primarily to improvements in productivity and quality to bolster their profit margins, although there also were reports that price discounting was lessening and that sales promotions were becoming less frequent.;positive
price and wage pressures were most clearly evident and widespread in the construction industry, where resource constraints appeared to be most pronounced.in the committee's discussion of monetary policy for the period until the meeting in early july, the members favored prompt further action to remove much of the remaining accommodation in the stance of monetary policy, at least as measured by real short-term interest rates.;negative
many members commented that the expansion was on a solid and self-sustaining basis and appeared to have more underlying strength than they had foreseen earlier.;positive
the stimulative effects of an expansionary monetary policy had become increasingly apparent--especially in business purchases of capital equipment and consumer spending on housing, motor vehicles, and other consumer durables.;negative
at the same time, the constraints on economic expansion that had been associated with business restructuring activities, widespread efforts to strengthen balance sheets, and other retarding forces had diminished considerably.;positive
the financial health of the banking system was greatly improved, and banking institutions had evidenced a growing willingness to make new loans.;positive
moreover, the demand for bank loans, which had been sluggish for several years, now appeared to be on the rise.;positive
while a series of small steps earlier this year had already reduced the degree of accommodation in monetary policy and inflation was subdued for the time being, the members were concerned that continued policy accommodation could be expected to lead before long to growing pressures on production resources and to a fresh outbreak of inflation.in the circumstances, all the members agreed that a further tightening action was needed at this point and, in order to better assure that the remaining degree of policy accommodation had been largely removed, the adjustment should fully reflect the 1/2 percentage point increase in the discount rate that the board of governors was expected to approve later in the day.;positive
the actions taken earlier in the year had been modest in size because of concerns that more aggressive steps might generate substantial uncertainty and undue disruptions in financial markets, with adverse consequences for the economy.;negative
even though financial markets remained volatile, speculative sentiment and holdings seemed to have been reduced to a marked extent, and financial markets appeared to be in a much better position to absorb needed policy adjustments.;positive
accordingly, a stronger action probably would not produce an unduly adverse market response and could well have a settling effect on the markets.;negative
a number of members cautioned that the committee could not be sure that today's policy actions, along with those implemented earlier this year, had produced a policy stance that would foster economic growth at a sustainable, non-inflationary pace.;positive
thus, the committee would have to remain alert to economic and financial developments that might signal the need for further tightening.in the committee's discussion of possible intermeeting adjustments to the degree of reserve pressure, all but one of the members indicated a preference for retaining a symmetric directive.;neutral
symmetry would be consistent with a judgment that further policy adjustment likely would not be needed during the intermeeting period ahead and, in particular, that additional tightening would not be triggered unless inflation pressures greater than those currently anticipated were to emerge.;neutral
