Date;Year;Month;Type;sentiment;sentiment_score;sentence
2022-01-20;2022;January;REPORT;Neutral;0.9760145545005798;20 january 2022 meeting of 1516 december 2021 account of the monetary policy meeting of the governing council of the european central bank held in frankfurt am main on wednesday and thursday 1516 december 2021 1 review of financial economic and monetary developments and policy options financial market developments ms schnabel reviewed the financial market developments since the governing councils previous monetary policy meeting on 2728 october 2021 and put these developments into the context of the broader financial stability landscape in line with the outcome of the ecbs strategy review
2022-01-20;2022;January;REPORT;Negative;0.9846596717834473;in response to the discovery of omicron stock markets worldwide had suffered marked losses
2022-01-20;2022;January;REPORT;Negative;0.5213044285774231;the volume of put options on the euro stoxx 50 had hit its highest level since the outbreak of the coronavirus covid19 pandemic in march 2020 as investors looked for protection against further losses
2022-01-20;2022;January;REPORT;Negative;0.991510272026062;at the same time the tenyear us treasury and euro area gdpweighted sovereign yields had almost fallen back to the lows seen over the summer
2022-01-20;2022;January;REPORT;Negative;0.8883084058761597;they stood well below the levels observed at the governing councils october meeting
2022-01-20;2022;January;REPORT;Neutral;0.9471404552459717;these financial market developments could be interpreted in two ways
2022-01-20;2022;January;REPORT;Neutral;0.9628035426139832;the first was that the market expected omicron to have a materially larger impact on economic activity than previous mutations
2022-01-20;2022;January;REPORT;Negative;0.9933854937553406;however modelbased evidence showing a shockdecomposition of the recent decline in tenyear euro area ois yields assigned only a fraction of the decline in yields to a deterioration in the economic outlook
2022-01-20;2022;January;REPORT;Negative;0.9088855981826782;similarly less than a third of the recent marked decline in oil prices was likely to reflect a reappraisal of the global growth outlook
2022-01-20;2022;January;REPORT;Neutral;0.96855628490448;the second interpretation of recent financial market developments related to the fragile market conditions that prevailed when the news about omicron broke
2022-01-20;2022;January;REPORT;Negative;0.9842280149459839;since midoctober 2021 volatility in bond markets had been rising sharply and liquidity conditions in derivative markets had deteriorated measurably amplifying the market reaction to the news of omicron
2022-01-20;2022;January;REPORT;Negative;0.9752147197723389;two factors had contributed to this fragile market environment
2022-01-20;2022;January;REPORT;Neutral;0.8361995220184326;one was the growing conviction among investors that the period of low inflation was over and that globally monetary policy would have to be tightened sooner than had been anticipated earlier in 2021 the second was the sensitivity of financial markets to such changes in the policy outlook after years of significant monetary policy accommodation
2022-01-20;2022;January;REPORT;Neutral;0.9696022868156433;in the united states markets now assessed the chance of a rate hike at the federal reserves meeting in may 2022 as well over one in two
2022-01-20;2022;January;REPORT;Neutral;0.5165499448776245;a oneinthree chance of a rise was seen as early as march 2022 in the euro area by contrast expectations of liftoff  a first rate hike  had been pushed back compared with the governing councils previous meeting on 2728 october 2021 nevertheless liftoff expectations remained far closer than they had been at the governing council meeting on 89 september 2021 and they had also become less volatile
2022-01-20;2022;January;REPORT;Neutral;0.9860571622848511;moreover the gap that had opened in the autumn between the liftoff expectations priced in by markets and those indicated by the participants in the survey of monetary analysts sma was closing
2022-01-20;2022;January;REPORT;Negative;0.9788179397583008;in the sma the median expectation for liftoff had been brought forward by another two quarters from the second quarter of 2024 to the fourth quarter of 2023  only three quarters later than priced in by markets compared with six quarters in october 2021 the divergence in expected policy cycles had continued to put significant downward pressure on the eurous dollar exchange rate
2022-01-20;2022;January;REPORT;Neutral;0.6281141042709351;the euro had depreciated by nearly another 3 against the us dollar since the governing councils previous monetary policy meeting and was currently down by 8 from its peak in late may 2021 the ecbs forward guidance remained a key factor behind the divergence in expected policy cycles
2022-01-20;2022;January;REPORT;Negative;0.993857204914093;although the relationship between expected inflation and expected policy rates had strengthened somewhat since the governing council meeting on 89 september 2021 it remained significantly weaker than before the covid19 pandemic
2022-01-20;2022;January;REPORT;Neutral;0.9076274633407593;also looking at the relationship between expected policy rates and inflation surprises across advanced economies the euro area stood out as a clear exception with significant cumulative upside surprises to inflation having a limited impact on policy rate expectations
2022-01-20;2022;January;REPORT;Negative;0.9835650324821472;nevertheless uncertainty around the future path of policy rates had increased also in the euro area which had contributed to the rise in market volatility
2022-01-20;2022;January;REPORT;Neutral;0.5200905203819275;the risk distribution around the threemonth euribor had narrowed somewhat compared with the governing councils previous meeting on 2728 october 2021 however it remained significantly larger than in july and clearly skewed to the upside
2022-01-20;2022;January;REPORT;Negative;0.9928486347198486;this risk distribution suggested investors were concerned that the high uncertainty about the inflation outlook could mean the conditions of the ecbs forward guidance might be met earlier than currently expected
2022-01-20;2022;January;REPORT;Neutral;0.988713800907135;this view was corroborated when looking at inflation swap rates
2022-01-20;2022;January;REPORT;Neutral;0.990054726600647;although these had come down from their multiyear highs in recent weeks the current euro area forward inflation swap curve remained close to the 2 target
2022-01-20;2022;January;REPORT;Positive;0.5701295733451843;it stood well above the level that had been expected before the covid19 pandemic
2022-01-20;2022;January;REPORT;Negative;0.5176241993904114;option markets too continued to price in a significant probability of inflation exceeding the ecbs target
2022-01-20;2022;January;REPORT;Neutral;0.9701557755470276;they suggested around a 10 probability that inflation over the next five years would on average be above 3 and about a 40 probability that inflation would be above 2
2022-01-20;2022;January;REPORT;Neutral;0.9663159251213074;to understand how sensitive the market was to a shock like omicron it was important to look at the risk exposure that investors had previously built up in expectation that shortterm rates and volatility would stay low for a long time
2022-01-20;2022;January;REPORT;Neutral;0.9851136207580566;in equity markets global equity funds had taken in more funds in 2021 than in the previous two decades combined which had contributed to pushing equity valuation metrics to the tails of or beyond the 75th percentile of the historical distribution in particular in the united states but also in the euro area
2022-01-20;2022;January;REPORT;Neutral;0.5395999550819397;vulnerabilities had risen substantially in the nonbank sector
2022-01-20;2022;January;REPORT;Neutral;0.7667156457901001;for example the liquidity credit and duration risk of euro area investment funds had all increased notably since the start of the covid19 pandemic
2022-01-20;2022;January;REPORT;Negative;0.9950553178787231;similarly in euro area sovereign and corporate bond markets credit risk premia had been severely compressed over the past months despite much higher leverage
2022-01-20;2022;January;REPORT;Negative;0.641835629940033;prospects of higher riskfree rates had led to a decompression albeit to varying degrees with spreads generally remaining well below the levels observed before the pandemic
2022-01-20;2022;January;REPORT;Negative;0.9717141389846802;moreover with volatility elevated and safe assets in high demand bond yields had actually fallen in almost all euro area member states since the governing councils october meeting and had otherwise remained close to their october levels
2022-01-20;2022;January;REPORT;Negative;0.938626229763031;spreads had only increased due to a strong decline in german bund yields which themselves had fallen much more sharply than the ois rate
2022-01-20;2022;January;REPORT;Positive;0.9888274669647217;the spread of the tenyear bund yield over the equivalent ois rate had declined below the extraordinary levels seen at the height of the pandemic in march 2020 these developments highlighted the exceptional demand for safe assets as uncertainty about the policy outlook had increased
2022-01-20;2022;January;REPORT;Negative;0.9943897128105164;on the supply side the available free float of bonds in the euro area had declined to very low levels
2022-01-20;2022;January;REPORT;Negative;0.9949147701263428;as a result there had been a gradual and persistent deterioration in bond market liquidity across most euro area jurisdictions
2022-01-20;2022;January;REPORT;Neutral;0.9741616249084473;recently the governing council had decided to double the aggregate limit on the cash that counterparties could pledge under the eurosystem securities lending programme
2022-01-20;2022;January;REPORT;Neutral;0.541948139667511;this had supported liquidity in the repo markets at a time when the demand for collateral had been rising and supply had been limited
2022-01-20;2022;January;REPORT;Neutral;0.9782007932662964;the global environment and economic and monetary developments in the euro area mr lane reviewed the global environment and the recent economic and monetary developments in the euro area
2022-01-20;2022;January;REPORT;Negative;0.9934618473052979;regarding the external environment purchasing managers index pmi data had signalled some slowing down of the world economy in the third quarter of 2021 owing to covid19related restrictions and supply chain disruptions
2022-01-20;2022;January;REPORT;Positive;0.8153432011604309;the latest pmi data signalled a renewed improvement for the fourth quarter  especially in services but less so for manufacturing
2022-01-20;2022;January;REPORT;Negative;0.9935593605041504;supply bottlenecks continued to restrain global activity and trade
2022-01-20;2022;January;REPORT;Negative;0.8726114630699158;since the october monetary policy meeting of the governing council oil prices had decreased sharply 12 reflecting demand and supply effects
2022-01-20;2022;January;REPORT;Negative;0.8421081304550171;the euro exchange rate had declined only modestly in nominal effective terms 04 but had fallen visibly against the us dollar 3
2022-01-20;2022;January;REPORT;Negative;0.9436016082763672;gas prices had increased amid heightened volatility while metal prices had continued their downward trend
2022-01-20;2022;January;REPORT;Negative;0.6312890648841858;turning to developments in activity in the euro area during the lockdown in the first quarter of 2021 there had still been a substantial gap between gdp and its precrisis level
