sentence;sentiment
federal open market committee held on march 28, 1995, were approved.the manager of the system open market account reported on developments in foreign exchange markets and on system foreign currency transactions during the period march 28, 1995 through may 22, 1995. by unanimous vote, the committee ratified these transactions.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period march 28, 1995, through may 22, 1995. by unanimous vote, the committee ratified these transactions.the manager requested a temporary increase of $2 billion, to $10 billion, in the limit on intermeeting changes in outright system account holdings of u.s. government and federal agency securities.;positive
he advised the committee that the current leeway of $8 billion might not be sufficient to accommodate the potentially large need for additional reserves over the intermeeting period to meet an anticipated seasonal rise in the domestic demand for currency as well as continued currency outflows to foreign countries.;negative
by unanimous vote, the committee amended paragraph 1(a) of the authorization for domestic open market operations to raise the limit to $10 billion for the intermeeting period ending with the close of business on july 5, 1995.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that the expansion of economic activity had slowed considerably further and that rates of resource utilization had declined.;negative
although business investment in equipment and structures had remained strong, overall final sales had expanded less rapidly and inventories had continued to build.;positive
manufacturing output appeared to be down appreciably, in large measure reflecting cutbacks in motor vehicle production, and the slump in housing starts since the turn of the year was depressing construction activity.;negative
broad indexes of consumer and producer prices had increased a little faster thus far this year, while advances in labor compensation costs had remained subdued.nonfarm payroll employment posted reduced gains in the first quarter and changed little in april special factors and seasonal adjustment difficulties may have depressed reported job growth in april.;negative
hiring in service-producing industries was down sharply from the pace in previous months, with jobs in personnel supply services falling for a second consecutive month after three years of rapid growth.;negative
employment in manufacturing decreased further, and the number of construction jobs contracted after a sizable weather-related surge in march.;negative
initial claims for unemployment insurance increased considerably in recent weeks, and the civilian unemployment rate rose to 5.8 percent in april.industrial production fell further in april, with manufacturing registering a substantial decline.;negative
the drop in industrial output largely reflected a cutback in the production of motor vehicles and parts, but declines in output also were evident in other cyclically sensitive sectors, such as non-auto consumer durables and construction supplies.;negative
production of business equipment other than motor vehicles registered a small gain.;positive
total utilization of industrial capacity continued to decline in april however, operating rates in manufacturing remained at relatively high levels.retail sales were down in april after having risen moderately over the first quarter a steep drop in sales of motor vehicles accounted for all of the april decline.;negative
total expenditures on other types of goods edged higher in april, even though sales of apparel, furniture, and home appliances were noticeably weaker.;positive
housing starts changed little in april after having declined sharply in the first quarter, and the inventory of new homes for sale remained relatively large.;negative
on the other hand, sales of both new and existing homes rose moderately in march after sizable declines in february, and recent surveys indicated some improvement in attitudes toward homebuying.shipments of nondefense capital goods remained on a strong uptrend in march, with outlays for office and computing equipment registering another sharp increase.;positive
manufacturers of heavy trucks continued to operate at capacity to meet demand by contrast, business expenditures for motor vehicles reportedly plunged in april.;negative
data on orders for nondefense capital goods pointed to further strong expansion of spending on business equipment in the months ahead, although gains appeared likely to be smaller than those of the past several quarters.;positive
nonresidential construction continued to rise in march, and data on permits for new construction suggested that building activity would advance further in coming months, though perhaps at a somewhat slower rate.business inventories surged again in march, and the pace of inventory accumulation over the first quarter was substantially higher than the average rate for the second half of 1994. much of the first-quarter increase in stocks reflected a buildup in inventories of motor vehicles at the wholesale and retail levels.;positive
non-auto stocks also increased at a brisk pace in the first quarter, accompanied by the emergence of scattered signs of inventory imbalances in furniture, appliances, and apparel at the retail level and in construction supplies at earlier stages of production and distribution.;positive
the stock-to-sales ratio in manufacturing was unchanged in march from the very low fourth-quarter level.;negative
at the wholesale level, the ratio of inventories to sales rose in march but remained within the range of the last several years.;positive
inventory accumulation in the retail sector slowed in march despite a further rise in inventories of motor vehicles.;negative
for the retail sector as a whole, the inventory-to-sales ratio increased in march to the top end of its range of the last two years when the motor vehicle components of stocks and sales are excluded, however, the ratio was near the middle of its range in recent years.the nominal deficit on u.s. trade in goods and services was little changed in march from the february level and remained substantially narrower than in january.;positive
on a quarterly average basis, the trade deficit widened in the first quarter as growth in the value of exports slowed while the expansion in the value of imports continued unabated.;positive
a drop in shipments to mexico was among the factors holding down export growth in march.;negative
data available for the first quarter indicated that economic recovery continued in the major foreign industrial countries as a group but that the pace varied significantly across countries.;positive
there were signs of sustained growth in the united kingdom, slower growth in canada, renewed recovery in japan, and weakness in france and italy.inflation had picked up somewhat in the early months of 1995. at the consumer level, prices rose a little more rapidly in the first quarter, despite unchanged food prices and lower energy prices.;positive
in april, a surge in food prices and a rebound in energy prices contributed to a further step-up in consumer inflation.;positive
at the producer level, prices of finished goods followed a roughly similar pattern, increasing at a slightly faster pace in the first quarter and then more briskly in april.;positive
the april rise partly reflected a sharp jump in the prices of finished energy goods, but prices of non-energy, nonfood items also advanced at a somewhat faster rate.;positive
at earlier stages of production, prices of intermediate materials continued to increase rapidly in april.;positive
by contrast, trends in labor compensation costs remained subdued.;negative
gains in hourly compensation of private industry workers slowed further in the first quarter of 1995, with a continuing moderation in the cost of benefits accounting for all of the deceleration in compensation.at its meeting on march 28, 1995, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions but that included a bias toward the possible firming of reserve conditions during the intermeeting period.;negative
accordingly, the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would be acceptable or slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with moderate growth in the broader monetary aggregates over coming months.open market operations during the intermeeting period were directed toward maintaining the existing degree of pressure on reserve positions.;positive
adjustment plus seasonal borrowing trended higher over the period, reflecting a rising need for seasonal credit at the beginning of the planting season, while the federal funds rate continued to average close to 6 percent.most market interest rates moved lower over the intermeeting period in reaction to weaker-than-expected incoming economic data, which market participants interpreted as signaling a considerable slowing of the economic expansion and a growing likelihood that the next monetary policy move would be in an easing direction.;negative
market assessments that the prospects for major reductions in budget deficits were improving also seemed to contribute to the drop in rates.;negative
in this environment, the release of data indicating large increases in consumer and producer prices for april only temporarily interrupted the decline in rates.;negative
intermediate- and long-term interest rates posted the largest declines over the intermeeting period.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies declined substantially further over the first half of the intermeeting period.;negative
in mid-april, the dollar reached a record low against the japanese yen and approached a record low against the german mark.;negative
the dollar's weakness appeared to have been related in part to further indications of softening economic activity and related declines in interest rates in the united states and to increasing trade tensions with japan.;negative
late in the period, the dollar reversed its course and moved up sharply against the yen and the mark monetary easing abroad, improving prospects for reductions in the u.s. budget deficit, and stabilizing financial conditions in mexico appeared to contribute to the turnaround.;positive
the dollar ended the intermeeting period higher on balance against the other g-10 currencies.the growth of m2 picked up further in april, reflecting in part the need for additional liquid balances to make unusually heavy final tax payments these payments resulted from the stronger economy in 1994 and from new tax regulations allowing individuals to delay a larger portion of their tax payments until april.;positive
the expansion of m2 also appeared to be boosted by the increased relative attractiveness of small time deposits and money market funds following declines in market interest rates.;positive
for the year through april, m2 grew at a rate in the lower half of its range for 1995 while m3 expanded at a rate somewhat above its range.;positive
the persisting strength of m3 in april largely reflected the needs of commercial banks to fund continuing heavy credit demands by households and businesses.;positive
total domestic nonfinancial debt had grown at a rate a little above the midpoint of its monitoring range in recent months.the staff forecast prepared for this meeting suggested that growth of economic activity was slowing somewhat more than previously anticipated, with the recent plunge in motor vehicle sales prompting a deeper-than-expected reduction in the production of cars and light trucks.;negative
economic expansion would average less than the rate of increase in the economy's potential output for a number of months, but the favorable wealth and interest-cost effects of the extended rally that had occurred in stock and bond markets were expected to provide underlying support for aggregate demand later in the year and in 1996. the forecast continued to anticipate that consumer spending would be restrained by smaller gains in real incomes and the satisfaction of pent-up demands for motor vehicles and other durable goods.;positive
business outlays for new equipment were expected to decelerate substantially in response to the slower growth of sales and profits.;negative
