sentence;sentiment
federal open market committee held on december 20, 1994, were approved.the manager of the system open market account reported on developments in foreign exchange markets since the december meeting.;neutral
there were no market transactions for system account during this period, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period december 20, 1994, through january 31, 1995. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested a strong further rise in economic activity during the closing months of 1994. although consumer spending appeared to be less buoyant and housing demand had softened somewhat, growth in business investment, exports, and inventories remained brisk.;positive
industrial production and payroll employment continued to record substantial gains.;positive
broad indexes of prices for consumer goods and services had risen moderately on average over recent months despite shrinking margins of unemployed resources and further sizable increases in the prices of many materials.nonfarm payroll employment advanced considerably further in december after a sharp rise in november.;positive
substantial job gains were recorded in december in service industries and in the retail trade sector.;positive
hiring in manufacturing was brisk for a third straight month, with labor demand especially strong in motor vehicles, capital goods, and electronic equipment.;positive
construction payrolls slipped after a large increase in november.;negative
the average workweek was unchanged in december, but factory overtime edged back up, matching the highest level reached in the history of this series.;positive
the civilian unemployment rate declined to 5.4 percent.industrial production registered another large advance in december.;negative
manufacturing accounted for all of the gain an upturn in mining production offset a decline in the output of utilities associated with unseasonably warm weather.;negative
in manufacturing, the output of motor vehicles and parts surged again and further solid gains were recorded in the production of other goods.;positive
the large advance in industrial output in december boosted rates of capacity utilization above already high levels.retail sales were reported to have changed little over november and december after substantial advances in september and october the flattening of sales reflected sharply reduced increases in outlays for non-auto consumer goods.;positive
consumer spending on services rose moderately on balance over november and december, with outlays for energy services held down by unusually mild weather.;negative
although some indicators of housing demand had weakened, housing starts posted sizable gains on balance over november and december single-family construction remained at a relatively high level despite the rise in mortgage rates in 1994, and multifamily construction continued its gradual recovery from the depressed levels of early 1993. the regional pattern of starts activity suggested that favorable weather accounted for little of the strength in december.business fixed investment was estimated to have grown at a very rapid pace in the fourth quarter, with a pickup indicated for business spending on both equipment and nonresidential structures.;positive
new orders for nondefense capital goods declined on balance over november and december, but the large backlog of unfilled orders, especially for computers, pointed to a continued strong expansion in spending on business equipment in coming months.;negative
nonresidential construction activity was up considerably in november for a third straight month, with increases in construction widespread by type of structure.;positive
recent data indicated that permits for nonresidential construction were continuing to trend higher and perhaps were running ahead of construction activity.business inventory investment remained brisk in november in the aggregate, the buildup was in line with shipments and sales.;positive
in manufacturing, stocks increased more rapidly in november, but the ratio of stocks to shipments declined further and was at a historically low level.;negative
in wholesale trade, inventories rose less rapidly in november, but the inventory-to-sales ratio increased further, although it remained within its range of recent years.;positive
inventory accumulation slowed a little at the retail level, and the inventory-to-sales ratio for this sector remained near the middle of its range of recent years.the nominal deficit on u.s. trade in goods and services widened somewhat further in november, and for october and november combined the deficit was well above its average rate in the third quarter.;negative
the value of exports of goods and services increased more slowly in the october-november period than in the third quarter, largely reflecting reduced growth of exported industrial supplies.;positive
the rise in the value of imports of goods and services for the october-november period was led by increased imports of non-oil industrial supplies and automotive, capital, and consumer goods.;positive
available data for the fourth quarter of 1994 indicated continued growth in economic activity, though perhaps at a somewhat slower pace, in the major foreign industrial countries.consumer price inflation slowed a little in december despite a jump in food prices that was only partly offset by a decline in energy prices.;positive
excluding food and energy items, consumer prices edged up in december and rose significantly less in 1994 than in 1993. at the producer level, prices of finished goods also advanced more slowly in december, with a drop in energy prices balancing a surge in food prices.;positive
prices of finished goods other than food and energy increased modestly in 1994 after being held down in 1993 by a sharp drop in the prices of tobacco products.;positive
in contrast to prices of finished goods, price inflation at earlier stages of production picked up in 1994. for intermediate goods other than food and energy items, prices rose at a faster rate in the second half of 1994, with the pickup most clearly evident in materials used in manufacturing.;positive
prices of crude materials rose rapidly in the second half of 1994 and for the year as a whole.;positive
increases in labor costs remained moderate.;positive
average hourly earnings were little changed on balance over november and december, and for the year as a whole they advanced only slightly more than in 1993. more broadly, hourly compensation of private industry workers increased more slowly in the fourth quarter than in any of the previous three quarters of 1994, and the rise for the year was significantly less than in 1993.at its meeting on december 20, 1994, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions and that included a bias toward the possible firming of reserve conditions during the intermeeting period.;negative
accordingly, the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint would be acceptable or slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with modest growth in the broader monetary aggregates over coming months.open market operations during the intermeeting period were directed toward maintaining the existing degree of pressure on reserve positions.;positive
with the need for seasonal credit diminishing over the period, adjustment plus seasonal borrowing trended lower but averaged a little above anticipated levels.;negative
near year-end, the trading desk accommodated heavy demands for reserves through system rps.;negative
