sentence;sentiment
federal open market committee held on july 5-6, 1995, were approved.the manager of the system open market account reported on developments in foreign exchange markets and on system foreign currency transactions during the period july 6, 1995, through august 21, 1995. by unanimous vote, the committee ratified these transactions.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period july 6, 1995, through august 21, 1995. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity was expanding more rapidly after increasing at a sluggish pace in the second quarter.;neutral
consumer spending appeared to be growing at a moderate rate, housing demand seemed to be rebounding sharply, and business investment remained on a solid uptrend.;positive
with efforts to adjust inventories still under way, industrial production had changed little in recent months, and employment gains had been modest.;negative
after increasing at elevated rates in the early part of the year, consumer and producer prices had risen more slowly in recent months.;positive
advances in labor compensation costs remained subdued.nonfarm payroll employment rose further in july after a modest second-quarter gain the july advance was held down by continuing employment losses in manufacturing that were widespread by industry.;negative
outside of manufacturing, payrolls continued to increase at a relatively slow pace in july reduced job growth in the services industry reflected smaller increases in employment at business and health service establishments.;negative
the civilian unemployment rate rose slightly in july, returning to its second-quarter average of 5.7 percent.industrial production edged higher in july, but it was unchanged on balance over the three months ending in july after declining in earlier months.;negative
manufacturing output fell further in july a sharp contraction in the production of motor vehicles and parts accounted for the entire decline.;negative
within manufacturing, output of business equipment other than motor vehicles continued to advance as additional strong gains were recorded in the production of office and computing equipment.;positive
the output of non-auto consumer goods weakened a cutback in the production of home furnishings offset an increase in the manufacture of appliances.;positive
with capacity continuing to expand rapidly, total utilization of industrial capacity dropped somewhat further.despite edging down in july, revised data for earlier months suggested that total retail sales had risen appreciably on balance since early spring.;negative
the july decline entirely reflected weakness in motor vehicles elsewhere, spending on furniture and appliances continued to firm, and purchases of other durable goods and of apparel rose sharply.;negative
housing market activity picked up considerably in june, with sales of both new and existing homes increasing significantly.;positive
housing starts were up strongly in july after changing little in previous months.shipments of nondefense capital goods, led by surging purchases of computing equipment, continued to grow rapidly in the second quarter.;positive
however, business spending for transportation equipment, notably heavy trucks and aircraft, was lackluster.;negative
new orders for nondefense capital goods edged lower in the second quarter after rising sharply early this year, although the elevated level of order backlogs pointed to considerable further expansion of spending on business equipment over coming months.;negative
nonresidential construction activity posted a solid gain in the second quarter, and recent data on permits suggested further increases in building activity in coming months.business inventory accumulation slowed markedly further in june, and inventory-to-sales ratios for most types of business establishments declined again.;negative
in manufacturing, the aggregate inventory-to-sales ratio was only a little above the historical low reached around the end of 1994. in the wholesale sector, the ratio of stocks to sales in june was slightly below the top of the range prevailing over the last year.;negative
at the retail level, inventories changed little in june, and the inventory-to-sales ratio for this sector was near the middle of its range for recent years.the nominal deficit on u.s. trade in goods and services widened in june, with exports declining marginally more than imports.;negative
for the second quarter as a whole, the deficit was substantially larger than in the first quarter.;negative
exports were up considerably in the second quarter despite declines in automotive products shipped to canada and mexico, but imports rose by even more, with increases widely spread across most major trade categories.;positive
in the major foreign industrial countries, economic growth appeared to have ranged from weak to moderate in the second quarter, and the limited available evidence suggested that subdued expansion continued into the third quarter.;negative
economic activity remained particularly weak in japan.;negative
in europe, expansion apparently was still under way, though somewhat unevenly across countries.consumer prices rose more slowly in june and july, with food and energy price movements having little effect on the overall index price increases for nonfood, non-energy items were somewhat smaller than those seen earlier in the year.;positive
over the twelve-month period ended in july, however, this measure of consumer inflation rose at about the same rate as in the preceding twelve months.;positive
producer prices of finished goods edged lower on balance in june and july, reflecting substantial declines in prices of finished energy goods.;negative
excluding food and energy, producer prices rose by more over the year ended in july than over the preceding year.;positive
at earlier stages of production, increases in producer prices had diminished sharply in recent months, perhaps suggesting some abatement of pressures on production capacity and prices.;negative
total hourly compensation for private industry workers increased somewhat more in the second quarter than in the first however, the rise in compensation costs for the year ended in june was smaller than that for the previous year, primarily reflecting slower growth in costs of benefits.;negative
average hourly earnings grew faster in july than in june for the year ending in july, earnings rose somewhat more than in the preceding year.at its meeting on july 5-6, 1995, the committee adopted a directive that called for some slight easing in the degree of pressure on reserve positions and that included a tilt toward possible further easing of reserve conditions during the intermeeting period.;positive
the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint might or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with moderate growth in m2 and m3 over coming months.immediately after the meeting, open market operations were directed toward implementing the slight easing in the degree of reserve pressure that had been adopted by the committee.;positive
thereafter, operations were conducted with a view to maintaining this slightly more accommodative reserve posture, and the federal funds rate remained near 5-3/4 percent over the intermeeting interval.;positive
adjustment plus seasonal borrowing averaged somewhat above anticipated levels, largely reflecting heavy adjustment borrowing activity on the august 2 reserve settlement day when demands for excess reserves were unexpectedly large.treasury yields declined across the maturity spectrum in response to the announcement of the easing action on july 6 market participants perceived the policy move as an indication of the federal reserve's concern regarding the state of the economy and, based on historical precedent, as likely the first in a series of easing steps.;negative
subsequently, however, interest rates rebounded in response to incoming economic data that were seen as suggesting stronger economic performance and reduced chances for further monetary policy easing.;positive
on balance, short-term market interest rates posted mixed changes over the intermeeting period, while intermediate- and long-term rates rose appreciably.;positive
with unexpectedly favorable corporate earnings reports outweighing the effects of higher interest rates, major indexes of equity prices were up moderately on balance over the period.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies appreciated substantially over the intermeeting period.;positive
the dollar's gain occurred partly in response to the improving outlook for the u.s. economy and the related rise in long-term interest rates in the united states.;positive
declines in long-term yields in the major european industrial countries probably contributed to a higher value of the dollar in terms of the german mark and most other european currencies.;negative
in addition, the dollar appreciated sharply against the japanese yen, largely in response to actions by japanese authorities to reduce official interest rates, to encourage capital outflows from japan, and to make large intervention purchases of dollars during a period when the dollar already was rising against the yen.m2 and m3 continued to register sizable increases in july and appeared to be expanding considerably further in august.;positive
the recent strength of m2 seemed to reflect in part the relatively greater appeal of interest rates on m2 assets in the wake of the declines in market interest rates that had taken place this year, particularly at longer maturities.;positive
robust m3 growth was associated with the continuing requirements of commercial banks for additional wholesale funds needed to meet persisting strong loan growth.;positive
for the year through july, m2 expanded at a rate in the upper half of its range for 1995, and m3 grew at a rate above its upwardly revised range.;positive
total domestic nonfinancial debt had been in the upper half of its monitoring range in recent months.the staff forecast prepared for this meeting suggested that growth in economic activity would pick up from the weak pace of the second quarter.;positive
the inventory adjustment process appeared to be well under way, and moderate expansion of final sales would be supported by the favorable wealth and interest-cost effects of the extended rally in the debt and equity markets.;positive
in response to improved financial conditions and balance sheets, consumer spending was anticipated to keep pace with the growth of incomes.;positive
homebuilding was expected to strengthen somewhat in response to the earlier decline in mortgage rates and the related improvement in housing affordability.;positive
accompanying slower growth of sales and profits, business investment in new equipment and structures was projected to slow from the very rapid pace of the past few years, although the lower cost of capital and the ready availability of financing would help to sustain appreciable expansion in such investment.;negative
export growth would pick up in response to some expected strengthening in the economies of major trading partners.;positive
considerable uncertainty surrounded the fiscal outlook, but the staff continued to anticipate the greater degree of fiscal restraint that had been projected at the time of the last committee meeting.;negative
in the staff's judgment, the prospects for some further easing of pressure on labor and other resources suggested that price inflation likely would not deviate significantly from recent trends.in the committee's discussion of current and prospective economic developments, the members focused on recent indications of some strengthening in the expansion of economic activity after a period of limited growth during the spring.;positive
further growth in final demand was generating an improvement in overall business activity, despite a more rapid adjustment in inventory investment than many had expected.;positive
this configuration suggested that the risks of recession or an extended period of subpar growth were now reduced, and sustained expansion at a moderate pace was seen as the most likely course for the economy.;positive
although the risks to the economy now seemed to be more evenly balanced than at the time of the july meeting, they were still sizable in both directions.;neutral
in particular, uncertainties about federal budget policies and their effects on the economy remained substantial.;negative
with respect to prices, members noted that the recent pause in the expansion had eased pressures on resources, and the economy appeared to be in a better position to accommodate moderate growth over the forecast horizon without adding to inflation.;positive
indeed, some members were optimistic that growth of the economy at a pace in line with their expectations would be consistent with modest further decreases in inflation.;positive
others expressed concern, however, that the uncertainties surrounding the outlook for the economy included questions about the persistence of inflationary sentiment and the prospects for further progress toward stable prices over the next several quarters.members gave particular attention to the ongoing discussions involving the congress and the administration regarding future federal budget deficits.;negative
there was a great deal of political support for reducing the federal deficit substantially over the years ahead indeed, in the view of one member the political dynamics might very well result in larger reductions than many now anticipated.;positive
nonetheless, the actual outcome remained particularly uncertain.;negative
from the perspective of its macroeconomic stabilization effects and its implications for monetary policy, enactment of legislation involving substantial fiscal restraint would raise the issue of fiscal drag however, the latter's impact on the economy would have to be judged in the context of attendant adjustments in market interest rates and, more broadly, in the light of emerging economic conditions.;neutral
a legislative package containing strong fiscal restraint measures would be expected to ease pressures in debt markets--indeed, enhanced prospects in this regard were probably already contributing to reduced long-term interest rates.;positive
on the other hand, a package that included only modest deficit reduction might well lead to upward pressure on interest rates.;negative
the continuing uncertainty concerning the size of future budget deficits might be complicated by a delay in passing appropriations legislation in the months ahead, with potentially dislocative effects on many federal government operations.;negative
accordingly, federal budget developments were seen as the major factor likely to bear on the performance of the economy over coming months and quarters, and these developments might well differ considerably from current forecasts.members described current business conditions across the nation as ranging from sluggish in some regions to robust in a number of others, with at least some improvement occurring recently in many parts of the country.;positive
there were anecdotal reports of strengthening retail sales in numerous areas, with the notable exception of motor vehicles, and of relatively high levels of confidence among consumers and many retailers.;positive
sustained growth in consumer spending was seen as a reasonable expectation for the projection period through 1996. however, diminished pent-up demands and possibly the increasing level of consumer indebtedness would tend to inhibit consumer spending, keeping its growth below that in recent years.;negative
these negative factors might be offset to some extent by the wealth effects of the rise in stock market prices and by a higher level of housing activity that should help to support demands for household durables.members referred to recent indications, including widespread anecdotal reports, of considerable gains in housing activity after a period of pronounced weakness during the earlier months of the year.;positive
homebuyers were reacting favorably to the declines in rates on fixed-rate mortgages from their highs around the turn of the year.;negative
homebuilders in a number of areas were reported to be optimistic about the outlook for further gains in housing demand, at least for single-family homes.;positive
the prospects for multifamily construction seemed less promising while robust activity characterized such construction in a number of areas, still high vacancy rates and associated overbuilding across much of the nation suggested little, if any, overall impetus from this sector of the housing industry.the expansion in nonresidential construction was projected to slow from its pace in recent quarters in line with more moderate growth in overall economic activity and reduced pressures on capacity.;negative
even so, with the slowing occurring only gradually as projects under construction were completed, this sector of the economy was expected to remain a positive factor in the overall expansion of economic activity over the next several quarters.;positive
the members also anticipated more moderate growth in outlays for producers' durable equipment over the forecast horizon in conjunction with slower growth in final sales.;negative
however, current trends pointed to further sizable increases in outlays for office and computing equipment, and such expenditures were expected to buttress still considerable overall growth in spending for business equipment, though at a pace well below the exceptional rate experienced in recent years.members commented that the adjustment in business inventories appeared to have progressed a considerable distance but probably was not yet completed for the business sector as a whole.;positive
nonetheless, inventory investment seemed likely to become a more neutral factor in its effects on the overall economy as desired inventory ratios were reached in an increasing number of industries.;positive
the recent tendency for order patterns to stabilize was a tentative indication of such a development.;positive
in any event, the recent upturn in final sales, apart from its probable effects on desired inventory levels, had allowed a larger-than-expected amount of inventory correction to occur without preventing the economy from regaining at least moderate expansionary momentum.the external sector of the economy remained subject to particular uncertainty.;negative
the members generally viewed some improvement in the country's net export position as a reasonable expectation, but several questioned the potential for much expansion of exports to many of the nation's important trading partners.;positive
while recent policy actions in japan might have diminished concerns about the outlook for overall exports, a number of members indicated that they continued to anticipate fairly limited growth in foreign demands for u.s. goods and services, with the result that the external sector was likely in their view to make a relatively small, if any, contribution to the growth of the domestic economy over the projection period.members generally viewed the near-term outlook for inflation as more encouraging than it had appeared to be earlier this year.;positive
the pause in the expansion during the spring had eased pressures on resources, as evidenced in part by anecdotal reports of lessening labor shortages in some areas and reduced use of overtime work by some firms, and the higher rate of inflation experienced during the early months of the year seemed unlikely to persist.;negative
the members differed somewhat, however, in their assessment of the longer-term outlook for inflation.;neutral
some emphasized the reduction that had occurred in inflationary pressures, and with labor costs remaining subdued they felt that economic growth in line with current forecasts should prove compatible with moderating inflation over time.;positive
further, the recent appreciation of the dollar should contribute marginally to a more favorable inflation outcome after some lag.;positive
other members expressed reservations about the prospects for an improved inflation performance over coming quarters.;negative
they cited indications of persisting inflationary expectations such as the recent weakness of the bond markets and survey results that pointed to expectations of some rise in inflation from current levels.;positive
they also referred to the possibility that favorable labor cost developments would not persist indefinitely in an economy that was operating in the vicinity of its potential.turning to monetary policy for the intermeeting period ahead, all the members accepted a proposal to maintain an unchanged degree of pressure in reserve markets and to adopt a directive that was not biased in either direction with regard to potential intermeeting adjustments.;neutral
for the near term, current trends in economic activity and inflation appeared favorable and likely to remain so with an unchanged policy stance.;positive
a steady policy also seemed appropriate pending a clearer assessment of the outlook for fiscal policy.;positive
over the longer term, the members generally believed that consideration would need to be given to an adjustment in the committee's policy stance, especially if substantial fiscal restraint were to be enacted.;positive
the extent to which an adjustment might be needed later in the stance of monetary policy --characterized by some members as slightly to the restrictive side at least in terms of the inflation-adjusted federal funds rate --would have to be assessed in terms of its consistency with the committee's continuing objectives of fostering price stability and promoting sustained economic growth.at the conclusion of the committee's discussion, all the members indicated that they would vote for a directive that called for maintaining the existing degree of pressure on reserve positions.;neutral
they also favored a directive that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;neutral
accordingly, in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, the committee decided that slightly greater or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
