sentence;sentiment
"federal open market committee held on november 15, 1995, were approved.the report of examination of the system open market account, conducted by the board's division of reserve bank operations and payment systems as of the close of business on september 29, 1995, was accepted.the manager of the system open market account reported on developments in foreign exchange markets during the period november 15, 1995, through december 18, 1995. there were no system open market transactions in foreign currencies during this period, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period november 15, 1995, through december 18, 1995. by unanimous vote, the committee ratified these transactions.by unanimous vote, the committee authorized the renewal until december 13, 1996, of the system's regular reciprocal currency (""swap"") arrangement of $3 billion with the bank of mexico and the system's participation in the north american framework agreement with the monetary authorities of canada and mexico.";neutral
both were due to terminate on january 31, 1996. the additional temporary $3 billion swap arrangement with the bank of mexico, approved by the committee on february 1, 1995, would lapse on january 31, 1996, in line with its original terms.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information available at this meeting suggested that the expansion of economic activity had slowed substantially after a strong gain in such activity during the third quarter.;negative
data on employment and aggregate hours worked since late summer were consistent with moderate further increases in overall economic activity.;positive
industrial production had changed little on balance after a sizable rise in the third quarter.;negative
on the spending side, robust advances in business fixed investment continued to provide considerable impetus to the economy.;positive
the available information on consumer expenditures pointed to somewhat reduced gains in recent months, and indicators of housing demand suggested on balance that activity in housing markets had tended to stabilize after several months of considerable strengthening.;negative
consumer prices had risen relatively slowly in recent months, while increases in labor compensation had remained comparatively subdued.nonfarm payroll employment continued to grow at a pace roughly in line with the expansion of the labor force in recent months, with gains concentrated in the private service-producing sectors.;positive
the published information indicated some further declines in factory and government jobs in october and november.;negative
although aggregate hours of private production workers fell in november, they remained appreciably above their average level in the third quarter.;negative
the unemployment rate edged up to 5.6 percent in november, equaling its average for the third quarter.industrial production was little changed on balance over october and november after a sizable increase in the third quarter.;positive
a decline in october was largely accounted for by a strike at a major aircraft manufacturer and that strike, very recently settled, had also exerted a slightly depressing effect on production in november.;negative
production of motor vehicles and parts also fell, on net, in october and november.;negative
further growth outside the aircraft and motor vehicle industries was paced by continuing strength in the production of business equipment.;positive
outside manufacturing, the output of utilities was boosted in november by demand associated with unusually cold weather.business fixed investment was continuing to grow at a rapid pace, with much of the strength stemming from the persisting and vigorous expansion in spending for office and computing equipment.;positive
however, the recent gains in total business investment had moderated from the extraordinary pace evident in 1994 and early 1995, and they also were less widespread among major categories of business equipment than they had been earlier.;negative
new orders for nondefense capital goods other than computers and aircraft had leveled out, although shipments were being maintained at high levels by still-large backlogs of unfilled orders.;negative
producers of aircraft had received very sizable new orders recently, but shipments of completed aircraft had been held back in recent months by the strike at a major firm.;negative
outlays for nonresidential construction were continuing to advance briskly, with construction of commercial structures posting sizable increases recently.;positive
overall drilling and mining activity also had continued to move higher, led by increased exploration for natural gas.total nominal retail sales rose considerably in november, more than offsetting a drop in october over the two months, retail sales were advancing at a slower pace than the average rate in the second and third quarters.;positive
much of the november increase reflected strong gains in sales of consumer durables, including improved sales of motor vehicles.;positive
in the nondurables sector, a sizable rise in november about reversed a decline in october.;positive
recent surveys of consumer sentiment pointed to generally positive attitudes.after having recorded robust advances during the third quarter, most indicators of housing activity suggested little further change more recently.;positive
however, considerable strength in mortgage applications associated with lower mortgage rates, together with survey indications of an upturn in house-buying intentions, pointed to strengthening housing construction over coming months.;positive
housing starts were down in october, the latest month for which these data were available, after a large increase in the third quarter.data for october indicated a sizable accumulation of business inventories.;negative
in manufacturing, stocks grew at a rate only moderately below the brisk pace in the third quarter, and the rise continued to be concentrated in the capital goods industries.;positive
the aggregate ratio of inventories to sales in manufacturing was somewhat above the lows in late 1994 and early 1995. in the wholesale sector, a buildup in stocks of capital equipment accounted for the bulk of the accumulation in october, and the inventory-to-sales ratio in this sector remained on an uptrend.;negative
