sentence;sentiment
federal open market committee held on january 31-february 1, 1995, were approved.by unanimous vote, responsibility for making decisions on appeals of denials by the secretary of the committee for access to committee records was delegated under the provisions of 271.4(d) of the committee's rules regarding availability of information to ms. phillips and, in her absence, to ms. yellen.by unanimous vote, the committee elected thomas c. baxter, jr. as deputy general counsel from the federal reserve bank of new york, and william c. hunter as associate economist from the federal reserve bank of chicago, to serve until the next election at the first meeting of the committee after december 31, 1995, with the understanding that in the event of the discontinuance of their official connection with the federal reserve banks of new york and chicago respectively, they would cease to have any official connection with the federal open market committee.on january 12, 1995, the continuing rules, regulations, and other instruments of the committee had been distributed with the advice that, in accordance with procedures approved by the committee, they were being called to the committee's attention to give members an opportunity to raise any questions they might have concerning them.members were asked to indicate if they wished to have any of the instruments in question placed on the agenda, and no requests for substantive consideration were received.;neutral
apart from the updating of the manager's title, all of the instruments identified below remained in effect in their existing forms:1. federal open market committee rules.rules of organization rules of procedure rules regarding availability of information open market operations of federal reserve banks procedures for allocation of securities in the system open market account resolution to provide for the continued operation of the committee during an emergency resolution authorizing certain actions by federal reserve banks during an emergency guidelines for the conduct of system open market operations in federal agency issues.2.;neutral
authority for the chairman to appoint a federal reserve bank as agent to operate the system account in case the new york bank is unable to function.3.;neutral
resolution relating to examinations of the system open market account.4.;neutral
in order to ensure the effective conduct of open market operations, the federal open market committee authorizes and directs the federal reserve banks to lend u.s. government securities held in the system open market account to government securities dealers and to banks participating in government securities clearing arrangements conducted through a federal reserve bank, under such instructions as the committee may specify from time to time.3.;neutral
in order to ensure the effective conduct of open market operations, while assisting in the provision of short-term investments for foreign and international accounts maintained at the federal reserve bank of new york, the federal open market committee authorizes and directs the federal reserve bank of new york (a) for system open market account, to sell u.s. government securities to such foreign and international accounts on the bases set forth in paragraph l(a) under agreements providing for the resale by such accounts of those securities within 15 calendar days on terms comparable to those available on such transactions in the market: and (b) for new york bank account, when appropriate, to undertake with dealers, subject to the conditions imposed on purchases and sales of securities in paragraph l(c), repurchase agreements in u.s. government and agency securities, and to arrange corresponding sale and repurchase agreements between its own account and foreign and international accounts maintained at the bank.;neutral
transactions undertaken with such accounts under the provisions of this paragraph may provide for a service fee when appropriate.by unanimous vote, the authorization for foreign currency operations was amended to reflect the new title of manager, system open market account.authorization for foreign currency operations amended march 28, 19951. the federal open market committee authorizes and directs the federal reserve bank of new york, for system open market account, to the extent necessary to carry out the committee's foreign currency directive and express authorizations by the committee pursuant thereto, and in conformity with such procedural instructions as the committee may issue from time to time:a. to purchase and sell the following foreign currencies in the form of cable transfers through spot or forward transactions on the open market at home and abroad, including transactions with the u.s. treasury, with the u.s. exchange stabilization fund established by section 10 of the gold reserve act of 1934, with foreign monetary authorities, with the bank for international settlements, and with other international financial institutions:austrian schillingsbelgian francscanadian dollarsdanish kronerpounds sterlingfrench francsgerman marksitalian lirejapanese yenmexican pesosnetherlands guildersnorwegian kronerswedish kronorswiss francsb.;neutral
to hold balances of, and to have outstanding forward contracts to receive or to deliver, the foreign currencies listed in paragraph a above.c.;neutral
to draw foreign currencies and to permit foreign banks to draw dollars under the reciprocal currency arrangements listed in paragraph 2 below, provided that drawings by either party to any such arrangement shall be fully liquidated within 12 months after any amount outstanding at that time was first drawn, unless the committee, because of exceptional circumstances, specifically authorizes a delay.d.;neutral
to maintain an overall open position in all foreign currencies not exceeding $25.0 billion.;positive
for this purpose, the overall open position in all foreign currencies is defined as the sum (disregarding signs) of net positions in individual currencies.;neutral
the net position in a single foreign currency is defined as holdings of balances in that currency, plus outstanding contracts for future receipt, minus outstanding contracts for future delivery of that currency, i.e., as the sum of these elements with due regard to sign.2.;neutral
"the federal open market committee directs the federal reserve bank of new york to maintain reciprocal currency arrangements (""swap"" arrangements) for the system open market account for periods up to a maximum of 12 months with the following foreign banks, which are among those designated by the board of governors of the federal reserve system under section 214.5 of regulation n, relations with foreign banks and bankers, and with the approval of the committee to renew such arrangements on maturity:foreign bankamount of arrangement(millions of dollars equivalent)austrian national bank250national bank of belgium1,000bank of canada2,000national bank of denmark250bank of england3,000bank of france2,000german federal bank6,000bank of italy3,000bank of japan5,000bank of mexicoregular3,000special3,000netherlands bank500bank of norway250bank of sweden300swiss national bank4,000bank for international settlements:dollars against swiss francs600dollars against authorized european currencies other than swiss francs1,250any changes in the terms of existing swap arrangements, and the proposed terms of any new arrangements that may be authorized, shall be referred for review and approval to the committee.3.";neutral
all transactions in foreign currencies undertaken under paragraph 1.a.;neutral
above shall, unless otherwise expressly authorized by the committee, be at prevailing market rates.;neutral
for the purpose of providing an investment return on system holdings of foreign currencies, or for the purpose of adjusting interest rates paid or received in connection with swap drawings, transactions with foreign central banks may be undertaken at non-market exchange rates.4.;neutral
it shall be the normal practice to arrange with foreign central banks for the coordination of foreign currency transactions.;neutral
in making operating arrangements with foreign central banks on system holdings of foreign currencies, the federal reserve bank of new york shall not commit itself to maintain any specific balance, unless authorized by the federal open market committee.;neutral
any agreements or understandings concerning the administration of the accounts maintained by the federal reserve bank of new york with the foreign banks designated by the board of governors under section 214.5 of regulation n shall be referred for review and approval to the committee.5.;neutral
foreign currency holdings shall be invested insofar as practicable, considering needs for minimum working balances.;neutral
such investments shall be in liquid form, and generally have no more than 12 months remaining to maturity.;neutral
when appropriate in connection with arrangements to provide investment facilities for foreign currency holdings, u.s. government securities may be purchased from foreign central banks under agreements for repurchase of such securities within 30 calendar days.6.;neutral
all operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the foreign currency subcommittee and the committee.;neutral
the foreign currency subcommittee consists of the chairman and vice chairman of the committee, the vice chairman of the board of governors, and such other member of the board as the chairman may designate (or in the absence of members of the board serving on the subcommittee, other board members designated by the chairman as alternates, and in the absence of the vice chairman of the committee, his alternate).;neutral
"meetings of the subcommittee shall be called at the request of any member, or at the request of the manager, system open market account (""manager""), for the purposes of reviewing recent or contemplated operations and of consulting with the manager on other matters relating to his responsibilities.";neutral
at the request of any member of the subcommittee, questions arising from such reviews and consultations shall be referred for determination to the federal open market committee.7.;neutral
