sentence;sentiment
federal open market committee held on may 23, 1995, were approved.the manager of the system open market account reported on developments in foreign exchange markets and on system foreign currency transactions during the period may 23, 1995, through july 5, 1995. by unanimous vote, the committee ratified these transactions.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period may 23, 1995, through july 5, 1995. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook, the ranges for growth of money and debt in 1995 and 1996, and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that the level of economic activity was about unchanged in the second quarter.;neutral
consumer spending apparently remained sluggish, and business spending on plant and equipment rose less rapidly than in other recent quarters.;positive
with final sales flagging, firms sought to hold down production and employment in order to keep inventories under control.;negative
broad indexes of consumer and producer prices had increased faster on balance thus far this year, but signs of some moderation in inflation were evident in recent price data.;positive
growth of labor compensation costs remained subdued.nonfarm payroll employment fell substantially in may after a small decline in april and reduced gains in the first quarter.;negative
payrolls in the services industry continued to rise in may, but the pace of hiring was well below the average rate of increase over other recent months.;negative
in manufacturing and construction, employment contracted further in may, although part of the job decline in construction might have been temporary, reflecting heavy rains and floods in the south.;negative
the civilian unemployment rate edged lower in may, to 5.7 percent, but was somewhat above its average for the first quarter.industrial production continued to weaken in may, and incoming data suggested a further decline in june.;negative
manufacturing output fell in may for a fourth consecutive month, reflecting another cutback in the production of motor vehicles.;negative
output of non-auto manufactured goods was unchanged, with increases in the production of nondurable consumer goods and non-auto business equipment offsetting declines in output elsewhere.;negative
utilization of manufacturing capacity dropped again in may but was still at a relatively high level.nominal retail sales were about unchanged over april and may.;negative
purchases at furniture and appliance stores were up slightly on balance over the two months.;positive
sales at automotive dealerships and apparel outlets fell in april but revived somewhat in may.;negative
spending at building materials stores fell in both months.;negative
the retail sales reports, in combination with data on consumer prices and unit motor-vehicle sales, suggested that inflation-adjusted spending for consumer goods had changed little since the fourth quarter of last year.;negative
housing starts were unchanged on balance over april and may a reduction in starts of single-family homes was offset by a rise in starts of multifamily units.;negative
adverse weather in some parts of the country might have contributed to the sluggishness in starts.;negative
home sales were higher in may: sales of new homes turned up sharply, and sales of existing homes also advanced somewhat.shipments of nondefense capital goods increased considerably in may after being unchanged in april.;positive
shipments of computing equipment remained robust on balance over april and may, but growth of shipments of other business equipment slowed significantly.;negative
sales of heavy trucks rebounded strongly in may from an april decline.;positive
recent data on new orders for nondefense capital goods suggested that spending on business equipment might moderate somewhat in the months ahead after an extended period of rapid expansion.;positive
nonresidential construction continued to trend appreciably higher in april particularly large gains were recorded in the public utility, industrial, and institutional categories.business inventories grew at a little slower rate in april than in the first quarter.;positive
in manufacturing, inventory investment remained brisk in april but slowed somewhat in may the inventory-to-sales ratio for the two months was at the high end of the range for the past year.;negative
at the wholesale level, the rate of increase in stocks in april equaled the first-quarter pace and the ratio of stocks to sales reached its highest level in several years.;positive
inventory accumulation in the retail sector was more moderate in april.;negative
more than half the rise occurred at automotive establishments.;neutral
the inventory-to-sales ratio for retailers other than auto dealers had remained stable for a number of months and was near the middle of its range for recent years.the nominal deficit on u.s. trade in goods and services widened substantially in april from its average rate for the first quarter.;positive
the value of imports was up sharply, with increases posted in nearly all major import categories.;positive
the value of exports rose modestly from the first-quarter level increases in exports of aircraft and industrial supplies were partially offset by declines in exports of automotive products to canada and mexico.;positive
available data indicated that, on average, economic growth in the major foreign industrial countries had been sluggish in the first quarter and apparently had remained so in the second quarter growth had been particularly weak in canada and japan.incoming data suggested that price inflation might be slowing a little after having picked up early in the year.;negative
consumer prices rose a bit less in may energy prices recorded another sizable increase, but food prices changed little and prices of other items advanced more slowly.;positive
however, for the twelve months ended in may, prices of nonfood, non-energy consumer items increased slightly more than in the preceding twelve months.;positive
at the producer level, prices of finished goods were unchanged in may, reflecting declines in the prices of finished foods and finished energy goods excluding food and energy, prices of finished goods rose in may at the same rate as in april.;negative
for the year ending in may, producer prices rose moderately after being essentially unchanged in the previous year.;positive
at earlier stages of production, producer prices grew at a considerably slower rate or declined in may, suggesting some easing of cost pressures over the next few months.;negative
average hourly compensation in the nonfarm business sector accelerated in the first quarter of the year, owing in large part to temporary developments.;positive
over the year ended in march, this compensation measure increased somewhat more than it had over the previous year.;positive
average hourly earnings declined in may, but the change in hourly earnings over the past twelve months was slightly larger than the advance over the preceding twelve-month period.at its meeting on may 23, 1995, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;negative
accordingly, the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, somewhat greater reserve restraint or somewhat lesser reserve restraint would be acceptable during the intermeeting period.;neutral
