sentence;sentiment
federal open market committee held on august 22, 1995, were approved.the manager of the system open market account reported on developments in foreign exchange markets since the august meeting.;neutral
there were no transactions in these markets for the system account during this period, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period august 22, 1995, through september 25, 1995. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity was expanding at a moderate rate in the current quarter.;positive
consumer spending appeared to be advancing somewhat further after a sizable gain in the second quarter housing demand had strengthened in response to earlier reductions in mortgage rates and business investment remained on a solid uptrend.;positive
although business efforts to pare inventories apparently were still in progress, both production and employment were advancing moderately.;positive
after having increased at elevated rates in the early part of the year, consumer and producer prices had risen more slowly in recent months.private nonfarm payroll employment increased considerably in august after changing little in july.;positive
much of the rise reflected a pickup in hiring in the services industry, notably in business services.;negative
manufacturing payrolls were up modestly in august the gain followed substantial declines in the previous four months.;positive
construction employment changed little on balance over july and august, with only small changes being posted each month.;negative
the civilian unemployment rate edged down to 5.6 percent in august, remaining in the narrow range that had prevailed since late 1994.industrial production jumped in august to a level moderately above its average for the second quarter.;negative
manufacturing output rose sharply, posting its first increase since january a surge in the production of motor vehicles and parts accounted for some of the advance, but the output of non-automotive consumer goods in august more than reversed a sizable drop in july, and the production of business equipment recorded another robust gain.;positive
a steep rise in electricity generation associated with unusually hot weather over much of the country more than offset a decline in mining production.;negative
total utilization of industrial capacity moved higher in august but remained below the average rate for the first quarter.retail sales were up slightly on balance over july and august after rising appreciably in the previous two months.;positive
abstracting from the volatile sales of motor vehicles during this period, spending on goods changed little on balance over the two months, as increased outlays for durable goods were offset by flagging purchases of apparel.;positive
spending on services rose in july (latest data available) owing in part to elevated demand for energy-related services during that month's unseasonably warm weather.;positive
housing market activity increased further in july and august.;positive
sales of both new and existing homes in july (latest data) reached their highest levels in more than a year, and housing starts edged up in august after a substantial rise in july.shipments of nondefense capital goods fell appreciably in july after having risen rapidly over the first half of the year, and sales of heavy trucks also were down substantially.;negative
new orders for nondefense capital goods declined steeply in july: however, the still-large backlog of outstanding orders, coupled with the favorable effects on the user cost of capital of lower interest rates and higher equity prices this year, pointed to further substantial expansion of spending on business equipment over coming months.;negative
nonresidential construction posted another sizable gain in july.;positive
outlays for office, industrial, and institutional structures registered healthy increases, but other commercial building activity was unchanged.business inventory accumulation slowed in june and july from a very rapid rate earlier in the year: stockpiling continued at a brisk pace in manufacturing and wholesale trade, but retail stocks were drawn down.;negative
in manufacturing, stocks increased in july at about the average rate seen in the second quarter however, the stocks-to-shipments ratio rose somewhat, reflecting in part a reduction in shipments that might have been exaggerated by difficulties of seasonal adjustment.;positive
wholesale inventories also advanced at about the second-quarter pace, and the inventory-to-sales ratio for this sector moved up to the upper end of its range for recent years.;positive
at the retail level, reduced stocks at automotive dealers accounted for much of the july decline in inventories the ratio of inventories to sales edged lower but remained near the middle of the range for recent years.the nominal deficit on u.s. trade in goods and services widened slightly in july from its average rate in the second quarter.;negative
the value of both exports and imports decreased.;negative
for exports, the largest decline was in aircraft and automotive products.;negative
the decrease in imports was concentrated in automotive products and gold.;negative
available indicators of economic activity suggested that expansion was continuing in most of the major foreign industrial countries in the third quarter and that the average rate of growth remained near the subdued pace of the first half of the year.as in other recent months, consumer prices rose more slowly in august than in the early months of the year.;positive
sizable declines in energy prices were a contributing factor, but price increases also had moderated for nonfood, non-energy items the moderation largely reflected a downturn in automobile finance charges and used-car prices along with smaller increases in airline fares.;negative
for the twelve months ending in august, nonfood, non-energy prices rose by the same amount as in the year-earlier period.;positive
at the producer level, prices of finished goods edged lower in august after being unchanged in july.;negative
although declines in prices of finished energy goods held down the overall index in both months, prices of finished goods other than food and energy rose more slowly than in the early months of the year for the twelve months ending in august, nonfood, non-energy prices of finished goods increased slightly more than in the comparable year-earlier period.at its meeting on august 22, 1995, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;positive
the directive stated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with more moderate growth of m2 and m3 over coming months.open market operations were directed toward maintaining the existing degree of pressure on reserve positions throughout the intermeeting period.;positive
adjustment plus seasonal borrowing and the federal funds rate generally were in line with expectations, with the funds rate averaging close to 5-3/4 percent.;positive
other market interest rates fell appreciably over much of the period, though these declines were partially reversed near the end of the period.;negative
further evidence of subdued price pressures, indications that the rebound in growth of gdp would be modest, and increasing confidence that significant reductions in federal deficits might be in train contributed to the drop in rates.;negative
the lower interest rates, optimistic assessments of corporate earnings, and the brisk pace of merger announcements and share buybacks helped lift major indexes of equity prices to new record levels during the period, though they ended the period below those highs.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies declined over the intermeeting period.;negative
the dollar moved higher over most of the period, partly in response to monetary easing actions in germany, which were quickly followed by similar steps in other european countries, and in japan.;positive
the policy easing in japan was accompanied, inter alia, by statements by u.s. and japanese officials that they would welcome a weaker yen.;positive
the dollar reversed course late in the intermeeting period, however, following the announcement of a new japanese fiscal package and emerging uncertainties about the prospects for european monetary union.;negative
on balance over the period, the dollar moved lower against most european currencies while appreciating significantly further against the yen.after further strong expansion in august, m2 and m3 appeared to be growing at a somewhat more moderate rate in september.;positive
the still-brisk demand for m2 assets was associated with the lower market interest rates now prevailing and the related decline in the opportunity costs associated with holding these assets.;negative
the relatively robust growth of m3 reflected inflows to institution-only money market funds as well as bank acquisitions of wholesale funds to meet loan demand.;positive
for the year through august, m2 expanded at a rate somewhat below the upper end of its range for 1995 and m3 grew at a rate appreciably above its range.;positive
