sentence;sentiment
federal open market committee held on september 21, 1993, were approved.the report of examination of the system open market account, conducted by the board's division of reserve bank operations and payment systems as of the close of business on april 30, 1993, was accepted.the manager for foreign operations reported on developments in foreign exchange markets during the period since the september meeting.;neutral
"there were no open market transactions in foreign currencies for system account during this period, and thus no vote was required of the committee.by unanimous vote, the committee authorized the renewal for further periods of one year of the system's reciprocal currency (""swap"") arrangements with foreign central banks and the bank for international settlements.";neutral
the amounts and maturity dates of these arrangements are indicated in the table that follows:foreign bankamount of arrangement(millions of $ equivalent)term(months)maturitydateaustrian national bank$ 250.012 mos.12/04/93bank of england3,000.012 mos.12/04/93bank of japan5,000.012 mos.12/04/93bank of mexico700.012 mos.12/04/93bank of norway250.012 mos.12/04/93bank of sweden300.012 mos.12/04/93swiss national bank4,000.012 mos.12/04/93bank for international settlements --swiss francs600.012 mos.12/04/93other authorized european currencies1,250.012 mos.12/04/93national bank of belgium1,000.012 mos.12/18/93bank of canada2,000.020 mos.12/28/93national bank of denmark250.012 mos.12/28/93bank of france2,000.012 mos.12/28/93german federal bank6,000.012 mos.12/28/93bank of italy3,000.012 mos.12/28/93netherlands bank500.012 mos.12/28/93the manager for domestic operations reported on developments in domestic financial markets and on system open market transactions in u.s. government securities and federal agency obligations during the period september 21, 1993 through november 15.;neutral
1993. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the formulation of monetary policy for the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested some strengthening in the expansion of economic activity in recent months.;positive
consumer spending had picked up: housing activity was quickening and business spending for durable equipment had continued to trend higher, though at a reduced pace.;positive
industrial production, particularly manufacturing, and employment had posted solid gains.;positive
at the same time, inflation had remained muted, with consumer prices increasing moderately on balance in recent months and producer prices falling.total nonfarm payroll employment rose appreciably in september and october after declining slightly in august.;positive
although job gains were widespread in october, a large part of the increase was in various business services, notably temporary employment agencies.;positive
in other categories, construction employment registered its largest monthly rise since last spring, and jobs in manufacturing increased after seven months of declines.;positive
the civilian unemployment rate edged up to 6.8 percent in october.industrial production rose sharply in october, with manufacturing more than accounting for the increase.;positive
part of the gain in manufacturing reflected a further rebound in the output of motor vehicles and parts.;positive
aside from motor vehicles, however, the production of business equipment was lifted by another surge in office and computing equipment, and the output of consumer goods was boosted by strength in furniture and appliances.;positive
utilization of total industrial capacity rose in october, reaching a level last seen in the fourth quarter of 1992.nominal retail sales were up substantially in october after changing little in september.;positive
sales in october were boosted by a turnaround in spending at automobile dealerships and by a surge at building materials and supply stores.;positive
sales at other types of retail outlets were mixed.;negative
purchases at general merchandise stores were brisk.;positive
however, sales at apparel outlets and at furniture and appliance stores edged down after rising strongly for several months, and the increase in spending at gasoline stations entirely reflected the effects of the new federal gasoline tax on pump prices.;negative
housing activity strengthened further in the third quarter.;positive
starts of single-family homes in august and september were at their highest levels in almost five years starts of multifamily units also picked up in september, although construction activity in this sector remained at a very low level.;negative
sales of new and existing homes moved up further in the third quarter and were especially strong in september.real business capital spending increased in the third quarter at a considerably slower pace than earlier in the year.;positive
the slowdown largely reflected a smaller rise in spending for producers' durable equipment, as reduced outlays for aircraft and motor vehicles more than offset continued strong gains in spending for computing equipment and other capital goods.;negative
nonresidential construction was down slightly in the third quarter after a sizable advance over the first half of the year.;negative
