sentence;sentiment
federal open market committee held on march 23, 1993, were approved.the deputy manager for foreign operations reported on developments in foreign exchange markets and on system transactions in foreign currencies during the period march 23, 1993, through may 17, 1993. by unanimous vote, the committee ratified these transactions.the manager of the system open market account reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period march 23, 1993, through may 17, 1993. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that the pace of the economic expansion had slowed in recent months.;negative
business outlays for durable equipment had remained strong, but consumer spending had been quite sluggish, reflecting limited gains in employment and real labor income and diminished optimism about near-term economic prospects.;negative
additionally, u.s. exports continued to be constrained by the disappointing performance of the major foreign industrial economies.;negative
available data indicated relatively modest growth in payroll employment and industrial production over recent months.;negative
despite the considerable slack in the economy, increases in wages and prices had been appreciably larger thus far in 1993 than in the second half of last year.total nonfarm payroll employment rose only slightly on balance over march and april after registering sizable increases in the first two months of the year.;positive
strong job gains in the services industry, notably in business and health services, were offset in considerable measure by job losses in manufacturing and construction in march and april.;negative
in manufacturing, reductions in payrolls were widespread, with particularly large declines at manufacturers of transportation equipment.;negative
construction employment recovered only partially in april from the weather-related decline in march.;negative
the civilian unemployment rate remained at 7.0 percent.industrial production, after having posted solid gains in previous months, was little changed in march and april.;negative
part of the recent sluggishness reflected a decline in utility output following a weather-related runup in february, but manufacturing output also grew more slowly.;negative
in the transportation industry, motor vehicle assemblies edged down and production of civilian aircraft remained weak over march and april.;negative
elsewhere, the output of consumer goods other than motor vehicles was about unchanged, and the continuing strength in the computer industry contrasted with sluggish production of other types of business equipment.;negative
total utilization of industrial capacity changed little over the two months.retail sales increased substantially in april, reversing the weather-related decline in march automotive dealers reported large sales gains in april, and expenditures at other retail outlets retraced part of the march decrease.;positive
for the year to date, however, retail sales had been lackluster after the strong increases of the latter part of 1992. housing starts picked up in april both single-family and multifamily starts rebounded from weather-depressed march levels.business fixed investment advanced further during the first quarter of 1993, with another sizable rise in outlays for equipment outweighing continued weakness in nonresidential construction.;positive
shipments of nondefense capital goods during the first quarter were paced by another sharp increase in shipments of office and computing equipment.;positive
by contrast, business spending for transportation equipment generally exhibited little strength although sales of heavy trucks continued to trend up, outlays for complete aircraft apparently edged down further.;negative
recent data on orders for nondefense capital goods other than aircraft suggested further expansion in business spending for equipment in the near term.;positive
nonresidential construction activity was mixed in the first quarter.;negative
office construction declined considerably further in response to the depressing effects of a continuing overhang of unoccupied space.;negative
on the other hand, building activity in the public utilities sector continued to trend up, and the construction of commercial structures other than office buildings increased for a second consecutive quarter.business inventories appeared to have risen in the first quarter.;positive
manufacturing inventories expanded in both february and march after a series of declines that began early in the fall much of the recent advance occurred in the durable goods sector, where shipments were strong, and the ratio of inventories to shipments fell for manufacturing as a whole.;negative
wholesale inventories increased appreciably in march.;positive
however, the inventory-to-sales ratio for the sector moved up only slightly, and it remained near the low end of its range over the past two years.;negative
in the retail sector, available data indicated that inventories rose appreciably over january and february but that the inventory-to-sales ratio remained in the narrow range that had prevailed over the preceding year.the nominal u.s. merchandise trade deficit in february was unchanged from its january level, reflecting little change in total exports and total imports.;negative
for january-february combined, however, the trade deficit was slightly below its average level for the fourth quarter, with both exports and imports down considerably from their fourth-quarter levels.;negative
much of the drop in exports reflected a reversal of an earlier, largely transitory runup in aircraft and automotive products.;negative
the decline in imports was spread across all major trade categories imports of aircraft and miscellaneous industrial supplies dropped appreciably, and imports of consumer goods fell further.;negative
recent indicators pointed to further weakness in economic activity in continental europe and japan through the first quarter.;negative
elsewhere, the recovery in the united kingdom appeared to be firming, and growth continued at a modest pace in canada.producer prices of finished goods rose more rapidly in march and april, partly as a result of sharp increases in the prices of finished energy goods in march and in the prices of finished foods in april.;positive
excluding the food and energy components, producer prices advanced over the first four months of 1993 at a faster pace than in 1992. at the consumer level, the increase in prices of nonfood, non-energy items over the march-april period was smaller than the outsized change over the first two months of the year nevertheless, averaging over the first four months of the year, the rate of increase in consumer prices was higher than in 1992. the deceleration of labor costs also appeared to have stalled in 1993. average hourly earnings of production or nonsupervisory workers had grown more rapidly thus far this year than in 1992, and total hourly compensation of private industry workers rose at a faster pace in the first quarter of 1993 than in any quarter of last year.at its meeting on march 23, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustments to policy during the intermeeting period.;negative
accordingly, the directive indicated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater reserve restraint or slightly lesser reserve restraint would be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with a resumption of moderate growth in m2 and m3 over the second quarter.open market operations during the intermeeting period were directed toward maintaining the existing degree of pressure on reserve positions.;positive
expected levels of adjustment plus seasonal borrowing were raised during the period in anticipation of some increase in seasonal borrowing.;positive
adjustment plus seasonal borrowing was near or a little above expected levels, except for a surge at the end of the first quarter, and the federal funds rate remained close to the 3 percent level that had prevailed for an extended period.short-term interest rates changed little over the period since the march meeting.;negative
long-term rates rose considerably early in the period when a sharp increase in average hourly earnings and some upward pressure on commodity prices sparked fears among market participants of a buildup in inflation pressures.;positive
subsequently, despite growing doubts about the fate of the deficit reduction program, bond yields declined in response to a series of more favorable readings on price behavior and to indications of a slowing of the economic expansion.;negative
adverse news about consumer and producer prices rekindled inflation concerns late in the period, and bond rates once again moved higher.;positive
on balance, most long-term market rates rose somewhat over the period.;positive
despite unexpectedly favorable earnings reports for many firms, major indexes of stock prices were narrowly mixed over the period.in foreign exchange markets, the trade-weighted value of the dollar in terms of the other g-10 currencies declined somewhat on balance over the intermeeting period.;negative
the dollar depreciated considerably more against the japanese yen than against the german mark.;negative
a variety of factors contributed to the dollar's weakness, including indications of renewed sluggishness in u.s. economic activity, diminished prospects for a fiscal stimulus package, and market perceptions over much of the intermeeting period of limited official support for concerted actions to support the dollar against the yen.;negative
after falling to a historical low against the yen in late april, the dollar tended to stabilize following treasury secretary bentsen's clarification of the administration's exchange rate policy and intervention purchases of dollars against yen in a coordinated operation.;positive
later in the period, the dollar rose somewhat against european currencies as the outlook for economic activity in europe became more pessimistic.m2 contracted slightly on balance over march and april, while m3 was unchanged over the two months both monetary aggregates increased substantially in early may.;positive
much of the weakness in m2 over the march-april period owed to a smaller volume of nonwithheld tax payments in april of this year that reduced the need for a buildup in deposits to fund these payments.;negative
abstracting from this temporary depressant, weak underlying growth in m2 continued to reflect the relatively attractive returns available on capital market instruments such as bond and stock mutual funds, which experienced heavy inflows during the two-month period.;negative
total domestic nonfinancial debt expanded somewhat further through march.the staff projection prepared for this meeting suggested that economic activity would grow at a moderate pace and that such growth would foster a gradual reduction in margins of unemployed labor and capital.;positive
the projection continued to incorporate the essential elements of the administration's fiscal package, excluding that portion of the short-run stimulus initiative that seemed unlikely to be enacted by the congress.;neutral
although the outlook for fiscal policy now seemed somewhat more contractionary than earlier, the sizable declines in long-term interest rates that had occurred in recent months were expected to support substantial additional gains in business and residential investment.;positive
moreover, the increasingly favorable financial environment associated with expected further easing of credit supply constraints and the ongoing strengthening of balance sheets would tend to buttress private spending on housing, consumer durables, and business equipment.;negative
increases in export demand would be damped in the near term by the continuing weakness in the economies of the major industrialized countries.;negative
the persisting slack in resource utilization was expected to be associated with a return to more subdued price increases after a spurt earlier in the year.in the committee's discussion of current and prospective economic conditions, the members focused with some concern on the evidence of a slower economic expansion and a higher rate of inflation since late 1992. while recent indicators of economic activity were disappointing, the expansion nonetheless appeared to have sustainable momentum and the members generally viewed moderate growth in line with, or perhaps a bit below, their february forecasts as a reasonable expectation.;positive
at the same time, several emphasized that the outlook was subject to substantial uncertainty stemming to an important extent from the unsettled course of legislation aimed at reducing the federal deficit.;negative
members expressed particular concern about the rise in various measures of inflation over the past several months.;negative
the increase seemed to reflect temporary factors and a worsening in inflationary expectations rather than any significant change in economic fundamentals.;neutral
accordingly, it was premature in the view of many members to conclude that the inflationary trend had tilted upward.;negative
even so, higher inflation expectations, if sustained, would be detrimental to economic performance, and the risks of an uptrend in inflation clearly had increased.in their review of business developments across the nation, members continued to report uneven conditions ranging from apparently moderate gains in some parts of the country to mixed or marginally declining activity in others.;negative
business confidence had deteriorated in many areas and firms were trimming or putting on hold new or expanded spending programs pending a resolution of federal tax and spending proposals, including prospective health care reform, and the outcome of proposed tax legislation in some states as well.;negative
cautious business attitudes were reflected in continuing efforts to constrain costs and to hold down or reduce employment levels, notably of permanent workers in light of the large non-wage costs associated with full-time workers.;negative
accordingly, while some job growth was occurring, especially outside major firms and the defense sector, business firms generally appeared disposed to continue to meet increases in demand through overtime work and temporary workers, and members anticipated that such attitudes were likely to persist in the absence of a major improvement in business confidence.as reflected in the available data for the national economy, anecdotal reports from around the country suggested generally lackluster retail sales over the first four months of the year.;negative
to an extent, this development probably involved some retrenchment in consumer spending following an unsustainable surge during the latter part of 1992. in some parts of the country, unusually severe weather conditions also had served to hold down retail sales earlier this year and recovery from that slowdown had tended to be limited thus far, especially outside the automotive sector.;negative
looking ahead, the members continued to anticipate that consumer spending would provide moderate support for a sustained economic expansion.despite the cautious business attitudes about the economic outlook, spending for business equipment had continued to help maintain the expansion.;positive
encouraged in part by relatively low interest rates, receptive financial markets, and the more aggressive lending policies of some depository institutions, many firms were upgrading equipment to reduce costs and improve their product offerings.;positive
concurrently, however, numerous firms reported that they were holding off on making major new investment commitments and in some cases were revising down earlier expansion plans in light of prevailing economic uncertainties, notably those generated by the current legislative debate about federal taxes and spending.;negative
nonresidential construction remained uneven and on the whole relatively subdued across the nation.;negative
the construction of new office structures was likely to stay depressed in much of the country as overcapacity continued to be worked down, but members saw indications of some strengthening in industrial and commercial building activity and in public works projects in some areas.turning to the outlook for the nation's trade balance, some members referred to quite gloomy assessments from business contacts and other sources regarding current economic conditions in a number of major industrial nations and the associated prospect of little or no growth in u.s. exports to such countries.;negative
while total u.s. exports might continue to expand, reflecting sizable gains in some parts of the world, imports probably would grow at a somewhat faster pace, given moderate expansion in domestic demand in line with the members' expectations.;positive
at the same time, members expressed concern about the potential impact of growing protectionist sentiment on current trade negotiations and on the longer-run outlook for domestic industries and parts of the country that relied on foreign trade.with regard to the inflation situation, members commented that it remained difficult to find a satisfactory explanation for the faster-than-projected increases in price measures thus far this year.;negative
although temporary anomalies seemed to be involved, including measurement problems and special factors boosting some prices, higher inflation expectations also might have been playing a key role.;neutral
the latter seemed to have intensified in the last month or two, perhaps as a result of growing concerns that significant deficit-reduction legislation might not be enacted.;negative
strong competitive pressures in many markets, including competition from foreign producers, still appeared to be restraining or precluding price increases by many business firms, but efforts to raise prices seemed to be encountering somewhat less resistance recently than earlier in the economic expansion.;positive
some price increases appeared to be associated with the earlier surge in demand, and in the case of one key industry higher prices had been facilitated by the implementation of import restrictions.;positive
the downtrend in labor compensation inflation also seemed to have stalled in recent months.;negative
