sentence;sentiment
federal open market committee held on november 16, 1993, were approved.by unanimous vote, responsibility for making decisions on appeals of denials by the secretary of the committee for access to committee records was delegated under the provisions of 271.4(d) of the committee's rules regarding availability of information to mr. mullins and, in his absence, to ms. phillips.the manager for foreign operations reported on developments in foreign exchange markets during the period since the november meeting.;neutral
there were no system open market transactions in foreign currencies during this period, and thus no vote was required of the committee.the manager for domestic operations reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period november 16, 1993, through december 20, 1993. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity had recorded a strong advance in recent months.;positive
consumer spending had picked up, and business purchases of durable equipment had remained on a marked upward trend.;positive
residential construction was rising rapidly, and nonresidential construction had turned up from depressed levels.;positive
industrial production had been boosted by developments in the motor vehicle industry, and employment had continued to post solid gains.;positive
most indexes of prices pointed to little change in inflation trends despite the recent acceleration of economic activity.total nonfarm payroll employment rose appreciably further in november.;positive
another substantial increase in jobs was recorded in the services industries, notably in health and business services.;positive
construction employment was up significantly further after registering modest gains on balance over the first three quarters of 1993. in manufacturing, there were back-to-back increases in jobs in october and november following seven consecutive monthly declines, and both overtime hours and the average workweek remained at a high level.;positive
most of the november expansion in factory jobs occurred in the motor vehicle and capital goods industries.;negative
the civilian unemployment rate fell considerably in november, to 6.4 percent.industrial production increased sharply in october and november.;negative
manufacturing accounted for all the gain over the two months, with the rise partly reflecting a continuing rebound in the production of motor vehicles and parts.;positive
elsewhere in manufacturing, strong advances were recorded in the output of computers and non-auto durable consumer goods.;positive
the sharp expansion in production was associated with substantial increases in the rate of utilization of industrial capacity in october and november.retail sales were up moderately in november after a large advance in october.;positive
motor vehicle sales surged in october and remained at the higher level in november, apparently reflecting in part favorable financing terms, small price increases--adjusted for quality improvements--on 1994 models, and generous incentives on pickup trucks from some manufacturers.;positive
sales of apparel, furniture and appliances, and other durable goods also were strong on balance over october and november.;positive
housing starts rose substantially in november starts of single-family units reached their highest level since early 1987, but starts of multifamily units edged lower.;negative
sales of both new and existing homes remained robust in october.business spending for durable equipment apparently continued to rise rapidly.;positive
among nondefense capital goods other than aircraft, shipments of computers and other durable equipment were significantly higher in october than in the third quarter.;positive
in addition, the demand for heavy trucks remained strong, and the brisk sales of light vehicles in october and november likely were the result in part of a step-up in spending by businesses.;positive
nonresidential construction activity increased again in october: office building declined further and industrial construction retraced part of a sizable september gain, but outlays for institutional, public utilities, and non-office commercial structures continued to move higher.business inventories were little changed in october, with reductions in manufacturing and wholesale stocks nearly offsetting increases at the retail level.;negative
a moderate further decline in manufacturers' inventories in october was concentrated among producers of aircraft and parts, where stocks have been contracting for more than two years the stocks-to-shipments ratio for manufacturing as a whole fell to its lowest level in recent years.;negative
in the wholesale sector, inventories declined in october after changing little in september, and the ratio of inventories to sales remained in the middle of its range over the past several years.;negative
at the retail level, stocks increased considerably further with sales expanding vigorously, however, the ratio of stocks to sales edged lower and this ratio also was in the middle of its range over the past several years.the nominal u.s. merchandise trade deficit for october was about unchanged from its september level and its average rate for the third quarter.;negative
the value of both exports and imports increased in october.;positive
exports of automotive products rose strongly, and exports of aircraft rebounded from a september downturn.;positive
the advance in imports was spread across all major categories.;positive
economic activity in the major foreign industrial countries expanded moderately in the third quarter however, available data suggested that output in japan and germany might decline in the current quarter, with a depressing effect on growth for these industrial countries as a group.broad indexes of consumer and producer prices pointed to little change in inflation trends, although prices of some commodities and industrial materials had firmed recently.;negative
producer prices of finished goods were unchanged in november after declining in october and over the third quarter.;negative
in november, a large drop in the prices of finished energy goods offset a rebound in the prices of other finished goods.;negative
producer prices for nonfood, non-energy finished goods were about unchanged over the twelve months ended in november.;negative
at the consumer level, prices of items other than food and energy advanced moderately in november the twelve-month increase in this price measure was a little smaller than the rise over the comparable period ended in november 1992. average hourly earnings edged up in november for the twelve months ended in november, these earnings were up by a smaller amount than over the preceding year.at its meeting on november 16, 1993, the committee adopted a directive that called for maintaining the existing degree of pressure on reserve positions and that did not include a presumption about the likely direction of any adjustment to policy during the intermeeting period.;positive
accordingly, the directive indicated that in the context of the committee's long-run objectives for price stability and sustainable economic growth, and giving careful consideration to economic, financial, and monetary developments, slightly greater or slightly lesser reserve restraint might be acceptable during the intermeeting period.;neutral
the reserve conditions associated with this directive were expected to be consistent with modest growth of m2 and m3 over coming months.open market operations during the intermeeting period were directed toward maintaining the existing degree of pressure on reserve positions.;positive
adjustment plus seasonal borrowing averaged somewhat less than anticipated levels, reflecting very light amounts of adjustment borrowing over most of the period, and the federal funds rate remained close to 3 percent.while most short-term interest rates changed little over the intermeeting period, signs of stronger economic growth and the firming of some commodity prices tended to push up longer-term interest rates, although that pressure was offset to some extent by declines in oil prices.;positive
taken as a whole, incoming economic data were seen by market participants as increasing the odds of a tightening of monetary policy at some point but not necessarily in the very near term.;positive
