sentence;sentiment
"frb: fomc minutes--march 23, 1993minutes of the federal open market committeemeeting of march 23, 1993a meeting of the federal open market committee was held in the offices of the board of governors of the federal reserve system in washington, d.c., on tuesday, march 23, 1993, at 9:00 a.m.present:at the start of the meeting, the subcommittee established to review policies relating to the release of committee information reported on its further deliberations and proposed a merging of the current ""minutes of actions"" and the ""record of policy actions"" into a new document to be designated ""minutes of the federal open market committee meeting.""";neutral
merging the two documents would put in convenient form all the information that is released pertaining to fomc meetings, and the new document would be made public on the same schedule as its predecessor documents.;neutral
"the committee members endorsed the subcommittee's proposal and by unanimous vote the committee approved the ""minutes of the federal open market committee meeting"" held on february 2-3, 1993 this merged document was scheduled to be released on march 26, 1993.the manager of the system open market account reported on developments in foreign exchange markets since the previous meeting on february 2-3, 1993. there were no system open market transactions in foreign currencies during this intermeeting period, and thus no vote was required of the committee.the deputy manager for domestic operations reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period february 3, 1993, through march 22, 1993. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic outlook and the implementation of monetary policy over the inter-meeting period ahead.";neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity was expanding at a more moderate pace in the early months of 1993 after increasing substantially in the fourth quarter.;positive
although outlays for business equipment apparently remained on a strong upward trajectory, sales of new homes had slackened and consumer spending was rising less rapidly.;negative
indicators of production activity also were mixed: industrial output had continued to post solid gains, but homebuilding had been less robust since year-end.;negative
payroll employment had strengthened, and the unemployment rate had moved down further.;negative
increases in wages had remained subdued in recent months, but advances in consumer and producer prices had been larger than those recorded in the latter part of 1992.total nonfarm payroll employment rose sharply in february, following generally small advances in previous months, and the length of the average workweek remained at the fourth-quarter level.;positive
the strong job gains in construction, services, and retail trade in february apparently reflected to some extent a partial reversal of the special factors that had depressed reported employment in these sectors in previous months.;negative
since december, initial claims for unemployment insurance had fluctuated in a range that was consistent with further modest growth in employment.;negative
the civilian unemployment rate edged lower again in february, to 7.0 percent.industrial production continued to rise at a fairly brisk pace in january and february.;negative
changes in mining and utilities were about offsetting on balance over the two months, but increases in manufacturing were fairly widespread.;positive
although motor vehicle assemblies fell in february from a relatively high january level, the production of consumer durables and computers turned up sharply.;negative
