sentence;sentiment
federal open market committee held on may 18, 1993, were approved.the manager of the system open market account reported on developments in foreign exchange markets and on system transactions in foreign currencies during the period may 18, 1993, through july 6, 1993. by unanimous vote, the committee ratified these transactions.the deputy manager for domestic operations reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period may 18, 1993, through july 6, 1993. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic outlook, the ranges for the growth of money and debt in 1993 and 1994, and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting provided a mixed reading on the economy, but on balance the available data suggested that the expansion had picked up somewhat during the second quarter from the very slow pace of the first quarter.;negative
employment statistics, while tending to soften in june, pointed to considerable strength for the second quarter as a whole, although recent spending indicators suggested a much more moderate expansion.;positive
consumer and producer price inflation slowed substantially in may, but prices had risen at a faster rate over the first five months of the year than over the second half of 1992.total nonfarm payroll employment changed little in june after registering substantial gains in april and may.;negative
for the second quarter as a whole, the increase in employment matched that of the first quarter.;positive
manufacturing employment, which was about unchanged over the first quarter, declined somewhat in june for a third straight month.;negative
construction payrolls edged lower after rising appreciably over the preceding two months, and job gains in the services industries were considerably smaller in june than those recorded earlier in the year.;negative
the civilian unemployment rate backed up to 7.0 percent in june.industrial production increased in may at the relatively subdued rate recorded in march and april for june, the limited data available suggested a modest decline in output.;negative
in may, assemblies of motor vehicles declined after holding steady over the two previous months.;negative
among other manufactured goods, the production of business equipment, led by computers and industrial equipment, recorded another brisk advance whereas the output of non-auto consumer goods continued to expand sluggishly.;positive
total utilization of industrial capacity was unchanged in may for a third straight month.real personal consumption expenditures edged higher in may after a sizable rebound in april from weather-related weakness.;negative
on balance, however, consumer spending had increased only slightly thus far this year.;positive
outlays for new cars and light trucks advanced in may to their highest level since january 1990 and apparently remained near that elevated level in june.;positive
in addition, spending for non-energy services had increased substantially in recent months.;positive
by contrast, energy consumption had fallen from the especially high levels of late winter, and outlays for nondurable goods in may were still below their fourth-quarter level.;negative
housing starts increased in april and may from a depressed first-quarter pace, with most of the rise attributable to starts of single-family dwellings.shipments of nondefense capital goods in may retraced only a portion of a sizable april decline.;positive
however, for the two months combined, shipments of such goods were above the average for the first quarter and apparently remained on an upward trend that began early in 1992. the upward trajectory for spending on machinery and on electrical and communications equipment seemed to have reflected improved cash flows for the business sector and a declining cost of capital, and incoming data suggested that outlays for business equipment would increase further over the months ahead.;positive
nonresidential construction activity was unchanged over the first quarter but picked up slightly on balance over april and may.;positive
office building rose over the two months, while construction of non-office commercial structures was little changed and industrial building activity was down sharply.business inventories recorded another appreciable rise in april, and available data pointed to a further increase in may.;negative
