Date;Year;Month;Type;sentiment;sentiment_score;sentence
2015-01-22;2015;January;REPORT;Positive;0.5666784644126892;introductory statement to the press conference with qa mario draghi president of the ecbfrankfurt am main 22 january 2015 jump to the transcript of the questions and answers ladies and gentlemen the vicepresident and i are very pleased to welcome you to our press conference
2015-01-22;2015;January;REPORT;Positive;0.8667285442352295;let me wish you all a happy new year
2015-01-22;2015;January;REPORT;Neutral;0.9822055697441101;i would also like to take this opportunity to welcome lithuania as the nineteenth country to adopt the euro as its currency
2015-01-22;2015;January;REPORT;Neutral;0.9876912832260132;accordingly mr vasiliauskas the chairman of the board of lietuvos bankas became a member of the governing council on 1 january 2015 the accession of lithuania to the euro area on 1 january 2015 triggered a system under which ncb governors take turns holding voting rights on the governing council
2015-01-22;2015;January;REPORT;Neutral;0.9502636194229126;the details on this rotation system are available on the ecbs website
2015-01-22;2015;January;REPORT;Neutral;0.9634347558021545;we will now report on the outcome of todays meeting of the governing council which was also attended by the commission vicepresident mr dombrovskis
2015-01-22;2015;January;REPORT;Neutral;0.9790931940078735;based on our regular economic and monetary analyses we conducted a thorough reassessment of the outlook for price developments and of the monetary stimulus achieved
2015-01-22;2015;January;REPORT;Neutral;0.9749332070350647;as a result the governing council took the following decisions first it decided to launch an expanded asset purchase programme encompassing the existing purchase programmes for assetbacked securities and covered bonds
2015-01-22;2015;January;REPORT;Neutral;0.9547451138496399;under this expanded programme the combined monthly purchases of public and private sector securities will amount to 60 billion
2015-01-22;2015;January;REPORT;Neutral;0.994247555732727;they are intended to be carried out until endseptember 2016 and will in any case be conducted until we see a sustained adjustment in the path of inflation which is consistent with our aim of achieving inflation rates below but close to 2 over the medium term
2015-01-22;2015;January;REPORT;Neutral;0.9886810779571533;in march 2015 the eurosystem will start to purchase eurodenominated investmentgrade securities issued by euro area governments and agencies and european institutions in the secondary market
2015-01-22;2015;January;REPORT;Neutral;0.9917911291122437;the purchases of securities issued by euro area governments and agencies will be based on the eurosystem ncbs shares in the ecbs capital key
2015-01-22;2015;January;REPORT;Neutral;0.9871572852134705;some additional eligibility criteria will be applied in the case of countries under an euimf adjustment programme
2015-01-22;2015;January;REPORT;Neutral;0.9643439054489136;second the governing council decided to change the pricing of the six remaining targeted longerterm refinancing operations tltros
2015-01-22;2015;January;REPORT;Neutral;0.9823908805847168;accordingly  the interest rate applicable to future tltro operations will be equal to the rate on the eurosystems main refinancing operations prevailing at the time when each tltro is conducted thereby removing the 10 basis point spread over the mro rate that applied to the first two tltros
2015-01-22;2015;January;REPORT;Neutral;0.9698280096054077;third in line with our forward guidance we decided to keep the key ecb interest rates unchanged
2015-01-22;2015;January;REPORT;Neutral;0.9850599765777588;as regards the additional asset purchases the governing council retains control over all the design features of the programme and the ecb will coordinate the purchases thereby safeguarding the singleness of the eurosystems monetary policy
2015-01-22;2015;January;REPORT;Neutral;0.9813236594200134;the eurosystem will make use of decentralised implementation to mobilise its resources
2015-01-22;2015;January;REPORT;Neutral;0.9828774929046631;with regard to the sharing of hypothetical losses the governing council decided that purchases of securities of european institutions which will be 12 of the additional asset purchases and which will be purchased by ncbs will be subject to loss sharing
2015-01-22;2015;January;REPORT;Neutral;0.9553837776184082;the rest of the ncbs additional asset purchases will not be subject to loss sharing
2015-01-22;2015;January;REPORT;Neutral;0.9836433529853821;the ecb will hold 8 of the additional asset purchases
2015-01-22;2015;January;REPORT;Neutral;0.9830965995788574;this implies that 20 of the additional asset purchases will be subject to a regime of risk sharing
2015-01-22;2015;January;REPORT;Neutral;0.8561034202575684;separate press releases with more detailed information on the expanded asset purchase programme and the pricing of the tltros will be published this afternoon at 330 pm todays monetary policy decision on additional asset purchases was taken to counter two unfavourable developments
2015-01-22;2015;January;REPORT;Negative;0.993921160697937;first inflation dynamics have continued to be weaker than expected
2015-01-22;2015;January;REPORT;Negative;0.9734882712364197;while the sharp fall in oil prices over recent months remains the dominant factor driving current headline inflation the potential for secondround effects on wage and pricesetting has increased and could adversely affect mediumterm price developments
2015-01-22;2015;January;REPORT;Neutral;0.9757816195487976;this assessment is underpinned by a further fall in marketbased measures of inflation expectations over all horizons and the fact that most indicators of actual or expected inflation stand at or close to their historical lows
2015-01-22;2015;January;REPORT;Negative;0.9950986504554749;at the same time economic slack in the euro area remains sizeable and money and credit developments continue to be subdued
2015-01-22;2015;January;REPORT;Neutral;0.8937636017799377;second while the monetary policy measures adopted between june and september last year resulted in a material improvement in terms of financial market prices this was not the case for the quantitative results
2015-01-22;2015;January;REPORT;Negative;0.9905999898910522;as a consequence the prevailing degree of monetary accommodation was insufficient to adequately address heightened risks of too prolonged a period of low inflation
2015-01-22;2015;January;REPORT;Neutral;0.8153069615364075;thus today the adoption of further balance sheet measures has become warranted to achieve our price stability objective given that the key ecb interest rates have reached their lower bound
2015-01-22;2015;January;REPORT;Positive;0.870400071144104;looking ahead todays measures will decisively underpin the firm anchoring of medium to longterm inflation expectations
2015-01-22;2015;January;REPORT;Negative;0.7760419249534607;the sizeable increase in our balance sheet will further ease the monetary policy stance
2015-01-22;2015;January;REPORT;Positive;0.9891242980957031;in particular financing conditions for firms and households in the euro area will continue to improve
2015-01-22;2015;January;REPORT;Neutral;0.9423490166664124;moreover todays decisions will support our forward guidance on the key ecb interest rates and reinforce the fact that there are significant and increasing differences in the monetary policy cycle between major advanced economies
2015-01-22;2015;January;REPORT;Positive;0.9791545271873474;taken together these factors should strengthen demand increase capacity utilisation and support money and credit growth and thereby contribute to a return of inflation rates towards 2
2015-01-22;2015;January;REPORT;Neutral;0.935492992401123;let me now explain our assessment in greater detail starting with the economic analysis
