sentence;sentiment
federal open market committee held on july 2-3, 1996, were approved.the manager of the system open market account reported on recent developments in foreign exchange markets.;neutral
there were no open market transactions in foreign currencies for system account during the period since the meeting on july 2-3, 1996, and thus no vote was required of the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in u.s. government securities and federal agency obligations during the period july 3, 1996, through august 20, 1996. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that the economic expansion had moderated somewhat recently.;positive
growth in consumer spending appeared to be slowing, business purchases of equipment and structures were rising less vigorously, and higher mortgage rates were beginning to exert a restraining effect on housing construction.;negative
business inventory accumulation had been quite modest, and production and employment were expanding less rapidly.;negative
increases in labor compensation had been somewhat larger this year, but consumer price inflation, adjusted for food and energy prices, had remained on a fairly steady trend.private nonfarm payroll employment increased relatively rapidly in july, though at a considerably slower pace than in the second quarter.;positive
job growth in the services industry slowed sharply, and manufacturing employment declined appreciably after having risen somewhat in the second quarter.;negative
in contrast, the expansion in employment in wholesale and retail trade picked up slightly in july, and the number of jobs in construction continued to increase at about the second-quarter pace.;positive
the average workweek for private production or nonsupervisory workers fell considerably in july, to a level a little below its average for the second quarter, and the civilian unemployment rate edged up to 5.4 percent.industrial production rose slightly further in july after three consecutive months of strong gains manufacturing production expanded less rapidly, and electricity generation dropped sharply as a result of unseasonably cool weather.;negative
a substantial increase in the production of motor vehicles and parts accounted for most of the advance in manufacturing output.;positive
elsewhere, the manufacture of office and computing equipment continued on its strong upward trend in july while the production of other business equipment slipped.;negative
the output of consumer goods edged lower after having risen slightly in may and june.;negative
the rate of utilization of total industrial capacity declined a little in july but remained at a relatively high level.retail sales weakened somewhat over june and july following several months of robust growth.;negative
sales of motor vehicles were down in both months, and spending on other goods rose sluggishly on balance.;negative
