sentence;sentiment
federal open market committee held on may 21, 1996, were approved.the manager of the system open market account reported on recent developments in foreign exchange markets.;neutral
there were no open market transactions in foreign currencies for system account during the period since the meeting on may 21, 1996, and thus no vote was required of the committee.the manager also reported on recent developments in domestic financial markets and on system open market transactions in u.s. government securities and federal agency obligations during the period may 21, 1996, through july 2, 1996. by unanimous vote, the committee ratified these transactions.the committee then turned to a discussion of the economic and financial outlook, the ranges for the growth of money and debt in 1996 and 1997, and the implementation of monetary policy over the intermeeting period ahead.;neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that economic activity advanced considerably further in the second quarter, although growth in aggregate final demand showed some signs of slowing.;positive
consumer spending continued to post sizable gains, but business investment in equipment and structures apparently was rising less vigorously, and higher mortgage rates evidently were starting to exert some restraint on housing construction activity.;positive
business inventories had been brought into better balance with sales, and production and employment had risen appreciably.;positive
upward pressures on food and energy prices had led to somewhat larger increases in the consumer price index over recent months.nonfarm payroll employment continued to expand briskly over april and may.;positive
job gains were concentrated in the service-producing and construction industries, while employment in manufacturing was stable on balance over the april-may period after having declined somewhat in 1995 and the first quarter of 1996. the civilian unemployment rate rose in may to 5.6 percent, which was the average rate for the year to date.industrial production increased appreciably further in may.;positive
in contrast to april's advance, much of which had resulted from the resumption of operations at a major motor vehicle manufacturer after the settlement of a strike, the may rise largely reflected gains in a wide range of non-auto-related manufacturing industries as well as a weather-related jump in electricity generation.;positive
the surge in overall output lifted total utilization of industrial capacity somewhat above the average rate recorded during the previous two quarters.total nominal retail sales surged in may after having changed little in april the increase in sales, coupled with available information on prices, suggested that real consumer spending on goods had risen substantially on balance since the first quarter.;positive
recent data (available through april) indicated that spending on services had increased moderately on balance in recent months.;positive
single-family housing starts fell considerably in may from the relatively high april level.;negative
the decline suggested that the rise in mortgage rates in recent months had begun to damp construction activity, but indicators of housing demand, such as sales of new and existing homes, remained relatively robust.growth in business expenditures on durable equipment and nonresidential structures appeared to be slowing following a surge in outlays in the first quarter.;negative
in may, shipments of nondefense capital goods rebounded from the substantial decline in april however, excluding movements in the volatile aircraft category, shipments were down on balance over the two months.;negative
among the major components, shipments of both computing and communications equipment fell sharply in april and retraced only part of that decline in may.;negative
recent data on new orders pointed to more modest increases in spending on business equipment over the months ahead.;positive
nonresidential building activity increased considerably further in april (latest data available), but incoming information on contracts suggested that growth in nonresidential construction would weaken somewhat in coming months.businesses had made considerable progress in recent months in bringing their inventories into better alignment with sales.;positive
in manufacturing, stocks rose moderately in april after a decline in march.;positive
the stock-to-shipments ratio dropped further in april and was at a low level.;negative
at the wholesale trade level, inventory accumulation was appreciable in april after several months of modest growth.;positive
the inventory-to-sales ratio for this sector edged up in april but remained well below the elevated levels of last fall.;positive
retail inventories increased slightly in april after a large decline in march associated with a substantial liquidation of motor vehicle stocks.;positive
the aggregate ratio of inventories to sales for retail establishments was around the lower end of its range in recent years.the nominal deficit on u.s. trade in goods and services widened in april from its rate in the first quarter, reflecting a slightly larger increase in the value of imports than in that of exports.;positive
the expansion in imports was concentrated in oil as u.s. refiners sought to meet growing domestic demand and rebuild their inventories.;positive
the rise in exports was broadly based, although exports of computers, semiconductors, and automotive products edged off.;positive
economic activity in the major foreign industrial countries appeared to have expanded moderately on balance since the beginning of the year.;positive
in the first quarter, economic performance ranged from unexpectedly robust in japan to further weakness in germany the limited data available for the second quarter suggested a slowdown in japan, a bounceback in germany, and moderate growth in other major trading partners.although upward pressures on energy prices continued to boost overall consumer prices in april and may, price increases for nonfood, non-energy items remained small.;positive
over the twelve months ended in may, the increase in core consumer prices was appreciably smaller than in the previous twelve-month period much of the deceleration reflected swings in automobile finance charges.;negative
