sentence;sentiment
federal open market committee held on september 24, 1996, were approved.the manager of the system open market account reported on recent developments in foreign exchange markets.;neutral
"there were no open market transactions in foreign currencies for system account during the period since the meeting on september 24, 1996, and thus no vote was required by the committee.the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period september 24, 1996 through november 12, 1996. by unanimous vote, the committee ratified these transactions.by unanimous vote, the committee authorized the renewal for an additional one-year period of the system's reciprocal currency (""swap"") arrangements with foreign central banks and the bank for international settlements.";neutral
"the amounts and maturity dates of the arrangements approved for renewal are shown in the table that follows:foreignbankamount ofarrangement(millions of $equivalent)term(months)maturitydateaustrian national bank250.012 mos.12/04/96bank of england3,000.0""12/04/96bank of japan5,000.0""12/04/96bank of norway250.0""12/04/96bank of sweden300.0""12/04/96swiss national bank4,000.0""12/04/96bank for international settlements-- swiss francs600.0""12/04/96other authorized european currencies1,250.0""12/04/96bank of mexico3,000.0""12/13/96bank of canada2,000.0""12/15/96national bank of belgium1,000.0""12/18/96national bank of denmark250.0""12/28/96bank of france2,000.0""12/28/96german federal bank6,000.0""12/28/96bank of italy3,000.0""12/28/96netherlands bank500.0""12/28/96return to topthe committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.";neutral
a summary of the economic and financial information available at the time of the meeting and of the committee's discussion is provided below, followed by the domestic policy directive that was approved by the committee and issued to the federal reserve bank of new york.the information reviewed at this meeting suggested that the growth of economic activity slowed substantially in the third quarter, and the limited information available for the period since then indicated continued moderate expansion.;negative
a marked softening in the growth of consumer expenditures accounted for much of the slowing in the third quarter, but slight weakening in housing demand, net exports, and federal purchases of goods and services also exerted retarding effects.;negative
on the other hand, a sizable increase in inventory investment, greater strength in business demand for durable equipment, and an upturn in spending on nonresidential construction helped foster moderate further economic growth in the third quarter.;positive
employment posted sizable increases over the third quarter and rose substantially further in october, but on balance the gains were somewhat below those recorded earlier in the year.;positive
industrial production had weakened somewhat recently.;negative
consumer price inflation had picked up this year because of larger increases in food and energy prices.;positive
increases in labor compensation, though moderating in the third quarter, also had been somewhat larger this year.private nonfarm payroll employment increased considerably in october after a small rise in september private payroll growth had moderated on balance since midyear but nevertheless had remained substantial.;positive
in october, job gains were large in services industries construction employment registered another moderate gain and manufacturing payrolls edged up after a sizable september loss.;positive
