Date;Year;Month;Type;sentiment;sentiment_score;sentence
2021-01-14;2021;January;REPORT;Positive;0.9869235157966614;meeting of 910 december 2020 account of the monetary policy meeting of the governing council of the european central bank held in frankfurt am main on wednesday and thursday 910 december 2020 1 review of financial economic and monetary developments and policy options financial market developments ms schnabel reviewed the financial market developments since the governing councils previous monetary policy meeting on 2829 october 2020 developments in global financial markets had been driven by a strong improvement in risk sentiment
2021-01-14;2021;January;REPORT;Positive;0.8269737362861633;the main catalyst had been the news on the effectiveness and imminent rollout of multiple coronavirus covid19 vaccines
2021-01-14;2021;January;REPORT;Positive;0.9780882596969604;two additional factors had reinforced and amplified the improvement in risk sentiment
2021-01-14;2021;January;REPORT;Positive;0.9529329538345337;first there were growing signs of a forthcoming bipartisan fiscal stimulus programme in the united states in the wake of the formal commencement of the presidential transition process
2021-01-14;2021;January;REPORT;Positive;0.9881036877632141;second the communication by the ecbs governing council that it would recalibrate its instruments at its december meeting had strengthened confidence in the ecbs commitment to monetary policy remaining a reliable source of support
2021-01-14;2021;January;REPORT;Positive;0.9282057285308838;this commitment had supported a broadbased easing of financial conditions
2021-01-14;2021;January;REPORT;Positive;0.9730367064476013;in stock markets those sectors and countries that had been hit hardest by the pandemic had benefited the most from hopes that a vaccine would restore economic and social activity more rapidly
2021-01-14;2021;January;REPORT;Neutral;0.9824112057685852;this group included many large euro area countries
2021-01-14;2021;January;REPORT;Negative;0.9939624667167664;however despite the recent strong rally stock valuations of firms in many crisishit sectors in the euro area remained well below their prepandemic levels
2021-01-14;2021;January;REPORT;Positive;0.989754855632782;in euro area government bond markets improving risk sentiment had supported a further decline in spreads of lowerrated sovereigns in recent weeks
2021-01-14;2021;January;REPORT;Neutral;0.9925256967544556;all euro area countries could now fund longterm borrowing at or below rates equivalent to the gdpweighted average of the rates on bonds of noneuro area advanced economies
2021-01-14;2021;January;REPORT;Neutral;0.9540838003158569;this highlighted the extent of the monetary stimulus that the ecb was currently providing and was expected to provide in the future to mitigate the social and economic costs of the pandemic
2021-01-14;2021;January;REPORT;Positive;0.9391975402832031;monetary policy had likely also been a key factor mitigating the increase in euro area riskfree yields in response to positive macroeconomic shocks
2021-01-14;2021;January;REPORT;Neutral;0.9867025017738342;real longterm rates and inflation expectations had moved in opposite directions in recent weeks
2021-01-14;2021;January;REPORT;Positive;0.9505401253700256;tenyear inflation swaps had increased by more than 25 basis points since the governing councils meeting on hopes of a faster recovery than previously expected while real rates had steadily moved lower
2021-01-14;2021;January;REPORT;Negative;0.9705950021743774;in addition the spread of the tenyear german bund over the corresponding overnight index swap ois rate had started trending lower from midseptember 2020 as german bund yields had fallen more sharply than the equivalent ois rates
2021-01-14;2021;January;REPORT;Neutral;0.9894531965255737;such developments typically reflected expectations of a change in the net supply of bonds which was consistent with investors anticipating a recalibration of the pandemic emergency purchase programme pepp
2021-01-14;2021;January;REPORT;Negative;0.9361476898193359;as a result the degree of monetary policy accommodation currently embedded in euro area sovereign bond markets was practically unprecedented in the period since the global financial crisis both in its scale and in its breadth across countries
2021-01-14;2021;January;REPORT;Negative;0.9938430786132812;the entire euro area gdpweighted sovereign yield curve was significantly below its prepandemic level and firmly in negative territory
2021-01-14;2021;January;REPORT;Neutral;0.9598038792610168;the dispersion across euro area tenyear sovereign yields had reached a new post2008 low
2021-01-14;2021;January;REPORT;Negative;0.7499669194221497;benign conditions in sovereign bond markets and increased risk appetite had also left their mark on euro credit markets
2021-01-14;2021;January;REPORT;Negative;0.9846286773681641;spreads of financial and nonfinancial issuers had fallen further and were now approaching their precovid19crisis levels
2021-01-14;2021;January;REPORT;Negative;0.9229638576507568;as regards exchange rate developments with the yearend approaching risks of a nodeal brexit had increased considerably over the past few days
2021-01-14;2021;January;REPORT;Neutral;0.518980085849762;while market participants both in the united kingdom and in the euro area seemed to be prepared for a nodeal brexit scenario the implied volatility of the gbpeur exchange rate had increased sharply in recent days especially for shortterm maturities
2021-01-14;2021;January;REPORT;Positive;0.7553619742393494;in addition optimism about medical breakthroughs and a faster global recovery had fuelled further us dollar weakness
2021-01-14;2021;January;REPORT;Positive;0.9895528554916382;the nominal effective us dollar exchange rate had depreciated by more than 35 over the course of november 2020 there was modelbased evidence that the improvement in risk sentiment reflecting prospects of a faster global recovery had been the major factor driving the recent appreciation of the euro
2021-01-14;2021;January;REPORT;Negative;0.8613961338996887;a comparison of the stock market performance of exportoriented euro area firms with the performance of firms whose business models depended more on domestic demand suggested that there was no clear evidence so far at least that negative competitiveness effects were perceived by investors to significantly counteract the positive global demand effects implied by a weaker us dollar
2021-01-14;2021;January;REPORT;Neutral;0.5963900089263916;overall financial conditions at the global level and in the euro area were highly accommodative
2021-01-14;2021;January;REPORT;Positive;0.9674185514450073;ecb staff analysis suggested that monetary policy had played an important part in restoring and easing financial conditions at the global level
2021-01-14;2021;January;REPORT;Positive;0.7001194953918457;it had added substantially to the positive effects stemming from receding risk aversion among market participants
2021-01-14;2021;January;REPORT;Neutral;0.9768292307853699;the global environment and economic and monetary developments in the euro area mr lane reviewed the global environment and recent economic and monetary developments in the euro area
2021-01-14;2021;January;REPORT;Negative;0.9957160353660583;as regards the global economy growth momentum had weakened amid rising cases of infection and stricter containment policies while the vaccine news had lifted prospects for the future
2021-01-14;2021;January;REPORT;Negative;0.994665265083313;global gdp and global trade had suffered a massive blow in 2020 and the deep contraction in world demand had had major effects on exports of euro area firms
2021-01-14;2021;January;REPORT;Positive;0.9883702993392944;large fiscal support packages had preserved jobs and boosted disposable incomes especially in advanced economies and private consumption had recovered robustly in the third quarter
2021-01-14;2021;January;REPORT;Negative;0.9956939220428467;however the outlook for the fourth quarter had weakened substantially owing to the resurgence of covid19 infections coupled with the assumption of a nodeal brexit and a faltering fiscal stimulus in many countries
2021-01-14;2021;January;REPORT;Negative;0.9875437021255493;the purchasing managers index pmi had deteriorated markedly in november across major advanced economies with the exception of the united states
2021-01-14;2021;January;REPORT;Positive;0.928574800491333;there had been a significant recovery in world trade in the third quarter
2021-01-14;2021;January;REPORT;Positive;0.8957762718200684;based on forwardlooking pmi data on new export orders world trade was expected to continue to grow in the fourth quarter
2021-01-14;2021;January;REPORT;Negative;0.9946632385253906;global financial conditions had loosened further driven by higher equity prices and declining spreads
2021-01-14;2021;January;REPORT;Positive;0.9693067073822021;brent crude oil prices had climbed above usd 48 per barrel on the back of the improving global risk sentiment implying an increase of 20 since the october monetary policy meeting of the governing council
2021-01-14;2021;January;REPORT;Neutral;0.9895121455192566;the euro had appreciated markedly against the us dollar 32 but had remained broadly stable in nominal effective terms 03
