Date;Year;Month;Type;sentiment;sentiment_score;sentence
2008-01-10;2008;January;REPORT;Positive;0.9090619087219238;introductory statement with qa jeanclaude trichet president of the ecblucas papademos vice president of the ecbfrankfurt am main 10 january 2008 jump to the transcript of the questions and answers ladies and gentlemen the vicepresident and i are very pleased to welcome you to our first press conference of 2008 let me therefore wish you all a very happy new year
2008-01-10;2008;January;REPORT;Neutral;0.966013491153717;i would also like to take this opportunity to welcome cyprus and malta as countries which have adopted the euro as their currency
2008-01-10;2008;January;REPORT;Neutral;0.9706404805183411;with cyprus and malta the euro area now comprises 15 eu member states
2008-01-10;2008;January;REPORT;Neutral;0.9140014052391052;accordingly mr orphanides the governor of the central bank of cyprus and mr bonello the governor of the central bank of malta became members of the governing council on 1 january 2008 let me now report on the outcome of our meeting which was also attended by commissioner almunia
2008-01-10;2008;January;REPORT;Neutral;0.9924543499946594;on the basis of our regular economic and monetary analyses we decided at todays meeting to leave the key ecb interest rates unchanged
2008-01-10;2008;January;REPORT;Positive;0.6164956092834473;according to the latest information strong shortterm upward pressure on inflation has continued with hicp inflation remaining at 31 in december
2008-01-10;2008;January;REPORT;Neutral;0.9607121348381042;as regards the medium term and in a context of very vigorous money and credit growth our assessment of upside risks to price stability has been fully confirmed
2008-01-10;2008;January;REPORT;Positive;0.6064577102661133;the governing council remains prepared to act preemptively so that secondround effects and upside risks to price stability over the medium term do not materialise and consequently medium and longterm inflation expectations remain firmly anchored in line with price stability
2008-01-10;2008;January;REPORT;Neutral;0.7993758916854858;reflecting its mandate such anchoring is of the highest priority to the governing council
2008-01-10;2008;January;REPORT;Positive;0.9667770862579346;the economic fundamentals of the euro area are sound
2008-01-10;2008;January;REPORT;Negative;0.9936216473579407;however the ongoing reappraisal of risk in financial markets is still accompanied by uncertainty about its potential impact on the real economy and the risks surrounding the outlook for economic activity are on the downside
2008-01-10;2008;January;REPORT;Neutral;0.9681558609008789;we will continue to monitor very closely all developments over the coming weeks
2008-01-10;2008;January;REPORT;Neutral;0.9419136047363281;allow me to explain our assessment in greater detail starting with the economic analysis
2008-01-10;2008;January;REPORT;Neutral;0.9788353443145752;the latest information on economic activity suggests that quarterly growth at the turn of the year was at a more moderate pace than the quarteronquarter rate of 08 observed in the third quarter of 2007 revised upwards from 07
2008-01-10;2008;January;REPORT;Neutral;0.9379503726959229;this assessment is in line with indicators for business and consumer confidence which while declining over the past few months generally remain at levels that continue to point to ongoing growth
2008-01-10;2008;January;REPORT;Neutral;0.7677401304244995;our main scenario remains that of real gdp growth broadly in line with trend potential
2008-01-10;2008;January;REPORT;Positive;0.9791620969772339;the fundamentals of the euro area economy are sound profitability has been sustained employment growth has been robust and unemployment rates have fallen to levels not seen for 25 years
2008-01-10;2008;January;REPORT;Positive;0.9883212447166443;consumption growth should therefore continue to contribute to economic expansion in line with real disposable income and investment growth should provide ongoing support
2008-01-10;2008;January;REPORT;Positive;0.9909125566482544;on the expectation that the global economy will on balance remain resilient  with the slowdown in economic growth in the united states being mitigated by the continued strength of emerging market economies  external demand should support euro area exports
2008-01-10;2008;January;REPORT;Negative;0.9932267069816589;that said uncertainty about the prospects for economic growth remains high and the risks surrounding the outlook for economic activity lie on the downside
2008-01-10;2008;January;REPORT;Negative;0.9734020829200745;the latter relate mainly to a potentially broader than currently expected impact of the ongoing reappraisal of risk in financial markets on financing conditions and economic sentiment with a negative impact on world and euro area growth
