Date;Year;Month;Type;sentiment;sentiment_score;sentence
2012-01-12;2012;January;REPORT;Positive;0.5143325328826904;introductory statement to the press conference with qa mario draghi president of the ecbvítor constâncio vicepresident of the ecbfrankfurt am main 12 january 2012 jump to the transcript of the questions and answers ladies and gentlemen the vicepresident and i are very pleased to welcome you to our press conference
2012-01-12;2012;January;REPORT;Positive;0.8667285442352295;let me wish you all a happy new year
2012-01-12;2012;January;REPORT;Neutral;0.9750279188156128;we will now report on the outcome of todays meeting of the governing council
2012-01-12;2012;January;REPORT;Neutral;0.9823945164680481;based on its regular economic and monetary analyses the governing council decided today to keep the key ecb interest rates unchanged following the 25 basis point decreases on 3 november and 8 december 2011 the information that has become available since early december broadly confirms our previous assessment
2012-01-12;2012;January;REPORT;Neutral;0.5122905373573303;inflation is likely to stay above 2 for several months to come before declining to below 2
2012-01-12;2012;January;REPORT;Negative;0.93023282289505;at the same time the underlying pace of monetary expansion remains moderate
2012-01-12;2012;January;REPORT;Negative;0.9952231049537659;as expected ongoing financial market tensions continue to dampen economic activity in the euro area while according to some recent survey indicators there are tentative signs of a stabilisation in activity at low levels
2012-01-12;2012;January;REPORT;Negative;0.9860271215438843;the economic outlook remains subject to high uncertainty and substantial downside risks
2012-01-12;2012;January;REPORT;Neutral;0.8553190231323242;in such an environment cost wage and price pressures in the euro area should remain modest and inflation rates should develop in line with price stability over the policyrelevant horizon
2012-01-12;2012;January;REPORT;Neutral;0.9783283472061157;overall it is essential for monetary policy to maintain price stability over the medium term thereby ensuring a firm anchoring of inflation expectations in the euro area in line with our aim of maintaining inflation rates below but close to 2 over the medium term
2012-01-12;2012;January;REPORT;Neutral;0.9838131666183472;such anchoring is a prerequisite for monetary policy to make its contribution towards supporting economic growth and job creation in the euro area
2012-01-12;2012;January;REPORT;Neutral;0.9707431197166443;a very thorough analysis of all incoming data and developments over the period ahead is warranted
2012-01-12;2012;January;REPORT;Neutral;0.9757474064826965;the provision of liquidity and the allotment modes for refinancing operations will continue to support euro area banks and thus the financing of the real economy
2012-01-12;2012;January;REPORT;Positive;0.9910268187522888;the extensive recourse to the first threeyear refinancing operation indicates that our nonstandard policy measures are providing a substantial contribution to improving the funding situation of banks thereby supporting financing conditions and confidence
2012-01-12;2012;January;REPORT;Positive;0.9717130064964294;in addition we are actively working towards the implementation of all the measures announced at our december meeting which should provide additional support to the economy
2012-01-12;2012;January;REPORT;Neutral;0.985424816608429;as stated on previous occasions all the nonstandard monetary policy measures are temporary in nature
2012-01-12;2012;January;REPORT;Neutral;0.935492992401123;let me now explain our assessment in greater detail starting with the economic analysis
2012-01-12;2012;January;REPORT;Negative;0.995044469833374;real gdp in the euro area grew by 01 quarter on quarter in the third quarter of 2011 at present a number of factors seem to be dampening the underlying growth momentum in the euro area
2012-01-12;2012;January;REPORT;Negative;0.9945136308670044;they include moderate global demand growth and weak business and consumer confidence in the euro area
2012-01-12;2012;January;REPORT;Negative;0.9937414526939392;domestic demand is likely to be dampened by the ongoing tensions in euro area sovereign debt markets as well as the process of balance sheet adjustment in the financial and nonfinancial sectors
2012-01-12;2012;January;REPORT;Positive;0.9715908169746399;at the same time we continue to expect euro area economic activity to recover albeit very gradually in the course of 2012 supported by developments in global demand very low shortterm interest rates and all the measures taken to support the functioning of the financial sector
2012-01-12;2012;January;REPORT;Negative;0.9935083389282227;in the governing councils assessment substantial downside risks to the economic outlook for the euro area continue to exist in an environment of high uncertainty
