Date;Year;Month;Type;sentiment;sentiment_score;sentence
2017-01-19;2017;January;REPORT;Positive;0.8292036652565002;introductory statement to the press conference with qa mario draghi president of the ecbvítor constâncio vicepresident of the ecbfrankfurt am main 19 january 2017 jump to the transcript of the questions and answers ladies and gentlemen first of all let me wish you a happy new year
2017-01-19;2017;January;REPORT;Neutral;0.49783650040626526;the vicepresident and i are very pleased to welcome you to our press conference
2017-01-19;2017;January;REPORT;Neutral;0.9750279188156128;we will now report on the outcome of todays meeting of the governing council
2017-01-19;2017;January;REPORT;Neutral;0.9895159006118774;based on our regular economic and monetary analyses we decided to keep the key ecb interest rates unchanged
2017-01-19;2017;January;REPORT;Neutral;0.6603467464447021;we continue to expect them to remain at present or lower levels for an extended period of time and well past the horizon of our net asset purchases
2017-01-19;2017;January;REPORT;Neutral;0.9879307746887207;regarding nonstandard monetary policy measures we confirm that we will continue to make purchases under the asset purchase programme app at the current monthly pace of 80 billion until the end of march 2017 and that from april 2017 our net asset purchases are intended to continue at a monthly pace of 60 billion until the end of december 2017 or beyond if necessary and in any case until the governing council sees a sustained adjustment in the path of inflation consistent with its inflation aim
2017-01-19;2017;January;REPORT;Neutral;0.9759798049926758;the net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the app
2017-01-19;2017;January;REPORT;Neutral;0.9920273423194885;the governing council today also decided on further details of how the eurosystem will buy assets with yields below the interest rate on the deposit facility under its public sector purchase programme
2017-01-19;2017;January;REPORT;Neutral;0.9846588373184204;these decisions will be published in a separate press release at 1530 cet
2017-01-19;2017;January;REPORT;Positive;0.9576302170753479;the monetary policy decisions taken in december 2016 have succeeded in preserving the very favourable financing conditions that are necessary to secure a sustained convergence of inflation rates towards levels below but close to 2 over the medium term
2017-01-19;2017;January;REPORT;Positive;0.9800035357475281;borrowing conditions for firms and households continue to benefit from the passthrough of our measures
2017-01-19;2017;January;REPORT;Negative;0.9913182258605957;as expected headline inflation has increased lately largely owing to base effects in energy prices but underlying inflation pressures remain subdued
2017-01-19;2017;January;REPORT;Neutral;0.9902093410491943;the governing council will continue to look through changes in hicp inflation if judged to be transient and to have no implication for the mediumterm outlook for price stability
2017-01-19;2017;January;REPORT;Neutral;0.7486802935600281;a very substantial degree of monetary accommodation is needed for euro area inflation pressures to build up and support headline inflation in the medium term
2017-01-19;2017;January;REPORT;Neutral;0.9939457774162292;if warranted to achieve its objective the governing council will act by using all the instruments available within its mandate
2017-01-19;2017;January;REPORT;Neutral;0.8318768739700317;in particular if the outlook becomes less favourable or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation we stand ready to increase our asset purchase programme in terms of size andor duration
2017-01-19;2017;January;REPORT;Neutral;0.935492992401123;let me now explain our assessment in greater detail starting with the economic analysis
2017-01-19;2017;January;REPORT;Positive;0.6432148218154907;euro area real gdp increased by 03 quarter on quarter in the third quarter of 2016 after recording a similar pace of growth in the second quarter
2017-01-19;2017;January;REPORT;Positive;0.9897744655609131;incoming data notably survey results point to somewhat stronger growth in the last quarter of 2016 looking ahead we expect the economic expansion to firm further
2017-01-19;2017;January;REPORT;Positive;0.879749059677124;the passthrough of our monetary policy measures is supporting domestic demand and facilitating the ongoing deleveraging process
2017-01-19;2017;January;REPORT;Positive;0.9859797358512878;the very favourable financing conditions and improvements in corporate profitability continue to promote the recovery in investment
2017-01-19;2017;January;REPORT;Positive;0.9908458590507507;moreover sustained employment gains which are also benefiting from past structural reforms provide support for private consumption via increases in households real disposable income
2017-01-19;2017;January;REPORT;Positive;0.9892055988311768;at the same time there are signs of a somewhat stronger global recovery
2017-01-19;2017;January;REPORT;Negative;0.993767499923706;however economic growth in the euro area is expected to be dampened by a sluggish pace of implementation of structural reforms and remaining balance sheet adjustments in a number of sectors
2017-01-19;2017;January;REPORT;Neutral;0.6496907472610474;the risks surrounding the euro area growth outlook remain tilted to the downside and relate predominantly to global factors
2017-01-19;2017;January;REPORT;Neutral;0.9837422370910645;according to eurostat euro area annual hicp inflation increased markedly from 06 in november 2016 to 11 in december
2017-01-19;2017;January;REPORT;Positive;0.9920312166213989;this reflected mainly a strong increase in annual energy inflation while there are no signs yet of a convincing upward trend in underlying inflation
2017-01-19;2017;January;REPORT;Neutral;0.969407320022583;looking ahead on the basis of current oil futures prices headline inflation is likely to pick up further in the near term largely reflecting movements in the annual rate of change of energy prices
2017-01-19;2017;January;REPORT;Positive;0.9349716901779175;however measures of underlying inflation are expected to rise more gradually over the medium term supported by our monetary policy measures the expected economic recovery and the corresponding gradual absorption of slack
2017-01-19;2017;January;REPORT;Positive;0.9834402799606323;turning to the monetary analysis broad money m3 continues to expand at a robust pace with its annual rate of growth increasing to 48 in november 2016 up from 44 in october
2017-01-19;2017;January;REPORT;Neutral;0.9089175462722778;as in previous months annual growth in m3 was mainly supported by its most liquid components with the narrow monetary aggregate m1 expanding at an annual rate of 87 in november up from 80 in october
