Date;Year;Month;Type;sentiment;sentiment_score;sentence
2005-01-20;2005;January;REPORT;Neutral;0.9322916269302368;introductory statement to the press conference on the chosen design of the international urban planning and architectural design competition for the new ecb premises by jeanclaude trichetpresident of the european central bank frankfurt am main 20 january 2005 ladies and gentlemen we have invited you today for the presentation of the chosen design proposal in the international urban planning and architectural design competition for the new ecb premises
2005-01-20;2005;January;REPORT;Neutral;0.9095405340194702;in our introductory remarks we would like to do the following first to briefly recall the main steps that have led to the outcome of the competition
2005-01-20;2005;January;REPORT;Neutral;0.9762553572654724;second to present the chosen design proposal in some detail
2005-01-20;2005;January;REPORT;Neutral;0.9372029304504395;and third to explain what happens next
2005-01-20;2005;January;REPORT;Neutral;0.9701699018478394;afterwards we will be happy to answer further questions as will the chosen architect when it comes to technical questions on the design proposal
2005-01-20;2005;January;REPORT;Neutral;0.9837513566017151;the decision of the governing council  the conclusion of the competition last thursday on 13 january 2005 the governing council chose the design for the ecbs new premises out of the 3 revised design proposals of the 3 prize winners of the international urban planning and architectural design competition
2005-01-20;2005;January;REPORT;Neutral;0.9818509817123413;after extensive discussion and a careful evaluation the governing council concluded that the revised design concept of coop himmelblau best meets the functional and technical requirements specified by the ecb and has features that reflect the ecbs values and transforms them into architectural language quotation of the press release on 13 february 2004 an international jury consisting of architects eurosystem representatives and a representative of the city of frankfurt chose three winning designs in accordance with the following criteria as laid down in the competition rules out of the 12 design concepts submitted in the second phase of the competition overall townplanning architecture and landscape compliance with the main features of the functional and spatial programme including modularity feasible approach to an energyenvironmental concept and compliance with the main features of the ecbs technical requirements compliance with the relevant rules in particular in the field of building law and environmental law
2005-01-20;2005;January;REPORT;Neutral;0.9572583436965942;the first prize was awarded to coop himmelblau vienna the second prize to asp schweger assoziierte berlin and the third prize to 54f architekteningenieure darmstadt in cooperation with tr
2005-01-20;2005;January;REPORT;Neutral;0.6612508893013;hamzah  yeang selangor
2005-01-20;2005;January;REPORT;Neutral;0.9863994121551514;on 18 march 2004 the ecbs governing council decided to invite all three prize winners to revise their design concepts in accordance with the jurys recommendations and the ecbs requirements
2005-01-20;2005;January;REPORT;Neutral;0.9715320467948914;the purpose of this revision phase was to remedy the remaining functional and technical deficiencies of the concepts
2005-01-20;2005;January;REPORT;Neutral;0.9910330176353455;the final decision on the design concept to be implemented was made on the basis of the revised concepts and the criteria laid down in the competition rules
2005-01-20;2005;January;REPORT;Neutral;0.989031970500946;in the revision phase each of the three teams has gone into depth of research and development reaching a level of design for a new premises which would be suitable for the ecb and could be realistically constructed
2005-01-20;2005;January;REPORT;Positive;0.9067469239234924;i would like to thank them for their work and have great respect for what they have created
2005-01-20;2005;January;REPORT;Neutral;0.9745396375656128;each design proposal is unique in its own way
2005-01-20;2005;January;REPORT;Neutral;0.9372041821479797;as we will of course only build one design we my colleagues from the governing council and myself had then the difficultchallenging task to choose one of the revised design proposals
2005-01-20;2005;January;REPORT;Positive;0.7558479309082031;we had then great pleasure to confirm the jurys proposal and to announce coop himmelblau as the winning architect of the international urban planning and architectural design competition for the new ecb premises
2005-01-20;2005;January;REPORT;Neutral;0.9865071773529053;i would like to ask now mr papademos as he was also the chairperson of the international jury of the competition to present the main elements of the governing council decision for the chosen design of coop himmelblau contact european central bank directorate general communications sonnemannstrasse 20 60314 frankfurt am main germany 49 69 1344 7455 mediaecbeuropaeu reproduction is permitted provided that the source is acknowledged
2005-01-20;2005;January;REPORT;Neutral;0.8690058588981628;media contacts
